county,state,Clinton,Trump
Richland,IL,0.504703566,0.421883302
Rock Island,IL,0.500312922,0.443501103
St. Clair,IL,0.225931131,0.726985242
Saline,IL,0.415835646,0.507700284
Sangamon,IL,0.28038602,0.658320292
Schuyler,IL,0.205138037,0.753834356
Scott,IL,0.207077564,0.744773283
Shelby,IL,0.273787824,0.648195406
Stark,IL,0.381851251,0.544806567
Stephenson,IL,0.319454526,0.597782274
Tazewell,IL,0.278783658,0.672005571
Union,IL,0.325751184,0.619345837
Vermilion,IL,0.210651537,0.740666179
Wabash,IL,0.382605354,0.5475855
Warren,IL,0.194675988,0.748991664
Washington,IL,0.126249849,0.83929647
Wayne,IL,0.192501704,0.768916155
White,IL,0.431357986,0.493120163
Whiteside,IL,0.499388612,0.436254626
Will,IL,0.269402235,0.677194525
Williamson,IL,0.464062305,0.463320978
Winnebago,IL,0.256343133,0.664871124
Woodford,IN,0.552426394,0.383571425
Illinois,IN,0.212596635,0.731241473
Adams,IN,0.372611551,0.564683245
Allen,IN,0.300791637,0.630864688
Bartholomew,IN,0.23318872,0.699295011
Benton,IN,0.25466093,0.686334767
Blackford,IN,0.312905308,0.604050773
Boone,IN,0.316928886,0.631340466
Brown,IN,0.218905473,0.725789656
Carroll,IN,0.264550637,0.682736294
Cass,IN,0.363165923,0.57994941
Clark,IN,0.20344067,0.752624614
Clay,IN,0.236176273,0.714728552
Clinton,IN,0.285006463,0.649504524
Crawford,IN,0.166373972,0.789814216
Daviess,IN,0.2035686,0.755117355
Dearborn,IN,0.189747719,0.759527644
Decatur,IN,0.233226837,0.713170039
DeKalb,IN,0.398923195,0.533194154
Delaware,IN,0.268176163,0.665090819
Dubois,IN,0.313122773,0.63208829
Elkhart,IN,0.236306401,0.717628541
Fayette,IN,0.368505893,0.566354844
Floyd,IN,0.195885866,0.751426676
Fountain,IN,0.178788704,0.787160628
Franklin,IN,0.232310063,0.712338509
Fulton,IN,0.240312581,0.715641953
Gibson,IN,0.274127952,0.665102456
Grant,IN,0.211312315,0.741432797
Greene,IN,0.367169366,0.560432937
Hamilton,IN,0.243971942,0.687034196
Hancock,IN,0.257732514,0.697435068
Harrison,IN,0.296650215,0.634477056
Hendricks,IN,0.25422972,0.689407095
Henry,IN,0.300332066,0.634004606
Howard,IN,0.216673877,0.719918423
Huntington,IN,0.217524198,0.727854191
Jackson,IN,0.248841381,0.701300643
Jasper,IN,0.236538943,0.713373403
Jay,IN,0.316853439,0.625943016
Jefferson,IN,0.212017937,0.737578475
Jennings,IN,0.257911746,0.676962485
Johnson,IN,0.243103893,0.713908224
Knox,IN,0.194599427,0.737800931
Kosciusko,IN,0.217436755,0.734371733
LaGrange,IN,0.576599721,0.3729025
Lake,IN,0.434080993,0.497423754
LaPorte,IN,0.219820384,0.732821637
Lawrence,IN,0.341964433,0.59539879
Madison,IN,0.580297591,0.355321509
Marion,IN,0.263033825,0.673647278
Marshall,IN,0.18319817,0.768766895
Martin,IN,0.205162439,0.739875389
Miami,IN,0.585349163,0.352277004
Monroe,IN,0.221826339,0.729678015
Montgomery,IN,0.192075304,0.752846149
Morgan,IN,0.242277826,0.703537532
Newton,IN,0.228250702,0.713166511
Noble,IN,0.234851078,0.725094146
Ohio,IN,0.25,0.708374023
Orange,IN,0.227416151,0.719060418
Owen,IN,0.217148885,0.732820976
Parke,IN,0.380136561,0.565611421
Perry,IN,0.216998494,0.735820646
Pike,IN,0.430347718,0.496236566
Porter,IN,0.282425604,0.674099623
Posey,IN,0.243084814,0.705990108
Pulaski,IN,0.228066599,0.722867822
Putnam,IN,0.23244322,0.714340017
Randolph,IN,0.191032083,0.758098183
Ripley,IN,0.211394511,0.733573607
Rush,IN,0.467194793,0.465129379
St. Joseph,IN,0.28883787,0.664042856
Scott,IN,0.236023119,0.706791153
Shelby,IN,0.286702074,0.658583024
Spencer,IN,0.267174753,0.683447832
Starke,IN,0.257036935,0.695661129
Steuben,IN,0.246874635,0.717139853
Sullivan,IN,0.251419303,0.691538254
Switzerland,IN,0.430729882,0.485767063
Tippecanoe,IN,0.211318242,0.744207723
Tipton,IN,0.217259192,0.742935278
Union,IN,0.388856329,0.551949734
Vanderburgh,IN,0.298436828,0.64721067
Vermillion,IN,0.397014479,0.546689262
Vigo,IN,0.222697757,0.724690083
Wabash,IN,0.213486005,0.73740458
Warren,IN,0.30348375,0.638398076
Warrick,IN,0.231593745,0.721226498
Washington,IN,0.32534501,0.626607764
Wayne,IN,0.194640975,0.753048322
Wells,IN,0.256537242,0.682745642
White,IN,0.214417158,0.720731011
Whitley,IA,0.374597212,0.564650385
Indiana,IA,0.297297297,0.645762267
Adair,IA,0.268281102,0.662393162
Adams,IA,0.349703886,0.59121768
Allamakee,IA,0.295632334,0.657268579
Appanoose,IA,0.316529894,0.626025791
Audubon,IA,0.337908119,0.594625831
Benton,IA,0.500473566,0.426612841
Black Hawk,IA,0.390321217,0.527190758
Boone,IA,0.395627124,0.532427242
Bremer,IA,0.387241514,0.537456106
Buchanan,IA,0.345010872,0.592292824
Buena Vista,IA,0.287102356,0.654998003
Butler,IA,0.270982749,0.672223299
Calhoun,IA,0.313827769,0.629552352
Carroll,IA,0.273824561,0.668210526
Cass,IA,0.377214128,0.554973273
Cedar,IA,0.429436098,0.506030917
Cerro Gordo,IA,0.26829658,0.669862576
Cherokee,IA,0.352136752,0.581507382
Chickasaw,IA,0.328917827,0.609115402
Clarke,IA,0.260995706,0.682023906
Clay,IA,0.354584292,0.58242962
Clayton,IA,0.437638184,0.488836867
Clinton,IA,0.287094448,0.665753425
Crawford,IA,0.410462198,0.505568336
Dallas,IA,0.251674395,0.701442555
Davis,IA,0.321638993,0.614890198
Decatur,IA,0.319987014,0.616167081
Delaware,IA,0.429880124,0.498822175
Des Moines,IA,0.295151632,0.652211706
Dickinson,IA,0.459564369,0.471832827
Dubuque,IA,0.285503892,0.657269093
Emmet,IA,0.369824561,0.563408521
Fayette,IA,0.394416873,0.54280397
Floyd,IA,0.300523349,0.636674718
Franklin,IA,0.267872045,0.669541029
Fremont,IA,0.350757104,0.584940884
Greene,IA,0.27008149,0.658760186
Grundy,IA,0.301217391,0.630956522
Guthrie,IA,0.354302054,0.580062386
Hamilton,IA,0.270311702,0.677397377
Hancock,IA,0.326614321,0.615727177
Hardin,IA,0.285465506,0.656664434
Harrison,IA,0.308804764,0.614525734
Henry,IA,0.367843825,0.572713314
Howard,IA,0.246117555,0.701395715
Humboldt,IA,0.219269103,0.735049834
Ida,IA,0.346361186,0.584568733
Iowa,IA,0.372162949,0.564888458
Jackson,IA,0.373489545,0.55479668
Jasper,IA,0.454879843,0.45953899
Jefferson,IA,0.65245646,0.273511827
Johnson,IA,0.373729399,0.564492253
Jones,IA,0.269207623,0.68004012
Keokuk,IA,0.295457186,0.656790984
Kossuth,IA,0.384805894,0.545043651
Lee,IA,0.503296384,0.413243608
Linn,IA,0.329073482,0.612819489
Louisa,IA,0.284565916,0.660771704
Lucas,IA,0.144268465,0.814175945
Lyon,IA,0.310097267,0.620657712
Madison,IA,0.246331828,0.699021821
Mahaska,IA,0.307700943,0.615289627
Marion,IA,0.425583982,0.508676307
Marshall,IA,0.271499091,0.658222915
Mills,IA,0.348532398,0.588886838
Mitchell,IA,0.272747157,0.682414698
Monona,IA,0.273221216,0.682535576
Monroe,IA,0.260507534,0.681205393
Montgomery,IA,0.430585572,0.493156324
Muscatine,IA,0.177558736,0.776667567
O'Brien,IA,0.171802054,0.787737317
Osceola,IA,0.25653038,0.694633731
Page,IA,0.29725707,0.655113757
Palo Alto,IA,0.218726308,0.73388931
Plymouth,IA,0.24915912,0.699094437
Pocahontas,IA,0.517388957,0.403757207
Polk,IA,0.359770384,0.572797563
Pottawattamie,IA,0.437709753,0.503000102
Poweshiek,IA,0.278167713,0.673808644
Ringgold,IA,0.243668457,0.710475825
Sac,IA,0.469032707,0.454059383
Scott,IA,0.260910518,0.68477237
Shelby,IA,0.126415302,0.812630538
Sioux,IA,0.507411135,0.384036947
Story,IA,0.365173675,0.567984461
Tama,IA,0.250247606,0.69692968
Taylor,IA,0.329561043,0.604423868
Union,IA,0.237292895,0.709632126
Van Buren,IA,0.369265298,0.575285497
Wapello,IA,0.381355311,0.542637363
Warren,IA,0.360783237,0.564827523
Washington,IA,0.244557823,0.703741497
Wayne,IA,0.361732645,0.576936317
Webster,IA,0.333678936,0.595645412
Winnebago,IA,0.462418588,0.470339729
Winneshiek,IA,0.370785489,0.565602269
Woodbury,IA,0.359408034,0.57622739
Worth,IA,0.314636575,0.63060073
Wright,KS,0.417404892,0.511473272
Iowa,KS,0.262742941,0.669416942
Allen,KS,0.200597015,0.726865672
Anderson,KS,0.302509506,0.61581749
Atchison,KS,0.126998224,0.821492007
Barber,KS,0.177904614,0.763084067
Barton,KS,0.219268012,0.726079107
Bourbon,KS,0.21382557,0.720019822
Brown,KS,0.237661352,0.689626496
Butler,KS,0.23082542,0.707815924
Chase,KS,0.133018231,0.834571236
Chautauqua,KS,0.232598608,0.717169374
Cherokee,KS,0.128642502,0.833688699
Cheyenne,KS,0.119402985,0.820895522
Clark,KS,0.177225131,0.756806283
Clay,KS,0.193638677,0.742748092
Cloud,KS,0.178711898,0.749754179
Coffey,KS,0.117647059,0.824682814
Comanche,KS,0.281356469,0.655257111
Cowley,KS,0.349137063,0.579141763
Crawford,KS,0.122589532,0.833333333
Decatur,KS,0.195980512,0.734348356
Dickinson,KS,0.173771462,0.771462404
Doniphan,KS,0.6228163,0.293249745
Douglas,KS,0.160727824,0.786201668
Edwards,KS,0.127084988,0.832406672
Elk,KS,0.229513685,0.708629782
Ellis,KS,0.194475551,0.734975737
Ellsworth,KS,0.314499459,0.625061522
Finney,KS,0.27844001,0.662606893
Ford,KS,0.26374829,0.655266758
Franklin,KS,0.362739872,0.5695629
Geary,KS,0.110945644,0.848845867
Gove,KS,0.146417445,0.798286604
Graham,KS,0.184596065,0.755127668
Grant,KS,0.127299129,0.821878025
Gray,KS,0.127692308,0.821538462
Greeley,KS,0.170774648,0.76056338
Greenwood,KS,0.138127854,0.804794521
Hamilton,KS,0.152443755,0.7742436
Harper,KS,0.339769375,0.581120944
Harvey,KS,0.180945347,0.768094535
Haskell,KS,0.121927237,0.840707965
Hodgeman,KS,0.259883121,0.677036782
Jackson,KS,0.302027108,0.625284875
Jefferson,KS,0.120481928,0.818607764
Jewell,KS,0.441361214,0.467322439
Johnson,KS,0.132218845,0.816869301
Kearny,KS,0.179664067,0.75884823
Kingman,KS,0.105653383,0.834105653
Kiowa,KS,0.282595288,0.65807327
Labette,KS,0.121699196,0.824339839
Lane,KS,0.333202781,0.57567153
Leavenworth,KS,0.146857923,0.805327869
Lincoln,KS,0.165244724,0.782218231
Linn,KS,0.109801032,0.834193073
Logan,KS,0.372754971,0.525336754
Lyon,KS,0.253178465,0.67093078
McPherson,KS,0.214082504,0.711770982
Marion,KS,0.229402953,0.707682431
Marshall,KS,0.121247113,0.816974596
Meade,KS,0.265677007,0.665890028
Miami,KS,0.162134602,0.78450034
Mitchell,KS,0.219676774,0.723008997
Montgomery,KS,0.229039634,0.693597561
Morris,KS,0.123322148,0.834731544
Morton,KS,0.141546271,0.805154237
Nemaha,KS,0.237725689,0.701773836
Neosho,KS,0.111416781,0.844566713
Ness,KS,0.125783348,0.823634736
Norton,KS,0.248793642,0.684927619
Osage,KS,0.130313199,0.81655481
Osborne,KS,0.146055804,0.786427833
Ottawa,KS,0.217587373,0.715520481
Pawnee,KS,0.112612613,0.838213213
Phillips,KS,0.208080052,0.711867577
Pottawatomie,KS,0.200676731,0.738677772
Pratt,KS,0.110733696,0.828804348
Rawlins,KS,0.278651777,0.632254646
Reno,KS,0.148279953,0.800316331
Republic,KS,0.182702419,0.745793901
Rice,KS,0.425093292,0.459952671
Riley,KS,0.11368334,0.839603142
Rooks,KS,0.155023287,0.796407186
Rush,KS,0.144378328,0.806138428
Russell,KS,0.286303481,0.626722263
Saline,KS,0.107175295,0.846957312
Scott,KS,0.363022555,0.544077623
Sedgwick,KS,0.323144105,0.627034538
Seward,KS,0.441940442,0.468097856
Shawnee,KS,0.092430859,0.871179039
Sheridan,KS,0.132848392,0.799770291
Sherman,KS,0.145445642,0.813418217
Smith,KS,0.160337553,0.785864979
Stafford,KS,0.180533752,0.772370487
Stanton,KS,0.116340561,0.845584347
Stevens,KS,0.213536309,0.718370706
Sumner,KS,0.132270694,0.813199105
Thomas,KS,0.133603239,0.827935223
Trego,KS,0.229585799,0.701775148
Wabaunsee,KS,0.05764411,0.903508772
Wallace,KS,0.139963834,0.793490054
Washington,KS,0.146443515,0.804393305
Wichita,KS,0.165413534,0.776385408
Wilson,KS,0.189189189,0.74982675
Woodson,KS,0.612188534,0.320979632
Wyandotte,KY,0.357399634,0.561636486
Kansas,KY,0.160694765,0.806145998
Adair,KY,0.166625494,0.798666008
Allen,KY,0.230607599,0.721589914
Anderson,KY,0.19897586,0.770787613
Ballard,KY,0.231231069,0.72928386
Barren,KY,0.296708088,0.671898845
Bath,KY,0.17699115,0.798929821
Bell,KY,0.26078656,0.678294977
Boone,KY,0.317051005,0.632625241
Bourbon,KY,0.29436785,0.664466608
Boyd,KY,0.330681292,0.621041248
Boyle,KY,0.199886589,0.768641905
Bracken,KY,0.267863367,0.695538515
Breathitt,KY,0.223387281,0.739001596
Breckinridge,KY,0.228866894,0.726662785
Bullitt,KY,0.169835007,0.794117647
Butler,KY,0.210878661,0.754309623
Caldwell,KY,0.295906287,0.64595925
Calloway,KY,0.344812985,0.589273112
Campbell,KY,0.166089965,0.805074971
Carlisle,KY,0.28690013,0.671335927
Carroll,KY,0.221443861,0.738178634
Carter,KY,0.119117875,0.851374437
Casey,KY,0.325499253,0.638862473
Christian,KY,0.290404196,0.660907127
Clark,KY,0.111127531,0.86611497
Clay,KY,0.122590766,0.85365307
Clinton,KY,0.152836265,0.814961605
Crittenden,KY,0.149706458,0.816046967
Cumberland,KY,0.309188552,0.631060755
Daviess,KY,0.18668955,0.788520214
Edmonson,KY,0.259194396,0.700525394
Elliott,KY,0.199819657,0.76393147
Estill,KY,0.511887907,0.417371529
Fayette,KY,0.215335463,0.754313099
Fleming,KY,0.242744861,0.725090689
Floyd,KY,0.449067672,0.495244081
Franklin,KY,0.324937028,0.650293871
Fulton,KY,0.22438586,0.731875374
Gallatin,KY,0.190607372,0.774498229
Garrard,KY,0.199811696,0.760330579
Grant,KY,0.199205107,0.763037456
Graves,KY,0.185230711,0.777136914
Grayson,KY,0.156009751,0.819801238
Green,KY,0.254715242,0.709344474
Greenup,KY,0.289639115,0.649126892
Hancock,KY,0.323106868,0.624965242
Hardin,KY,0.127544855,0.848656689
Harlan,KY,0.261020434,0.698496337
Harrison,KY,0.238160793,0.732378855
Hart,KY,0.34028412,0.616894977
Henderson,KY,0.255700098,0.691565254
Henry,KY,0.208159481,0.768196569
Hickman,KY,0.211845662,0.750897026
Hopkins,KY,0.087620433,0.8887475
Jackson,KY,0.540458794,0.407159445
Jefferson,KY,0.263397068,0.663379919
Jessamine,KY,0.130589219,0.840263268
Johnson,KY,0.336314898,0.596655463
Kenton,KY,0.216033316,0.756029846
Knott,KY,0.146603397,0.822927073
Knox,KY,0.200722475,0.753730171
Larue,KY,0.138525349,0.829219184
Laurel,KY,0.172955975,0.797087057
Lawrence,KY,0.16647919,0.806524184
Lee,KY,0.089047195,0.89381122
Leslie,KY,0.168819794,0.798445369
Letcher,KY,0.14816912,0.823518309
Lewis,KY,0.195063278,0.76749294
Lincoln,KY,0.190958019,0.768568353
Livingston,KY,0.252775484,0.713643454
Logan,KY,0.263755679,0.703937405
Lyon,KY,0.291755837,0.663557671
McCracken,KY,0.114958449,0.867728532
McCreary,KY,0.216381954,0.740473062
McLean,KY,0.315565545,0.62698349
Madison,KY,0.229085223,0.747458952
Magoffin,KY,0.330292196,0.631488103
Marion,KY,0.219906576,0.737932687
Marshall,KY,0.091828991,0.886162408
Martin,KY,0.272890982,0.684859399
Mason,KY,0.247404137,0.708036955
Meade,KY,0.251889169,0.723281756
Menifee,KY,0.226263581,0.731223429
Mercer,KY,0.211255411,0.755627706
Metcalfe,KY,0.12041675,0.857142857
Monroe,KY,0.275759693,0.685993713
Montgomery,KY,0.210680628,0.759790576
Morgan,KY,0.250535988,0.719218989
Muhlenberg,KY,0.309297183,0.645659071
Nelson,KY,0.277015136,0.688841957
Nicholas,KY,0.200038469,0.763800731
Ohio,KY,0.312543756,0.623048123
Oldham,KY,0.212357528,0.74885023
Owen,KY,0.145537237,0.837976123
Owsley,KY,0.19377393,0.766439154
Pendleton,KY,0.202043133,0.771660991
Perry,KY,0.173525238,0.800608149
Pike,KY,0.256606819,0.708694775
Powell,KY,0.150065975,0.816732641
Pulaski,KY,0.219151037,0.749259625
Robertson,KY,0.136750859,0.838290241
Rockcastle,KY,0.372400542,0.584764919
Rowan,KY,0.133716663,0.839613408
Russell,KY,0.318801653,0.621983471
Scott,KY,0.304956268,0.641205053
Shelby,KY,0.284689948,0.67414686
Simpson,KY,0.20189175,0.756279559
Spencer,KY,0.225809305,0.735892446
Taylor,KY,0.218037246,0.755806654
Todd,KY,0.235076285,0.73041031
Trigg,KY,0.231437599,0.729594523
Trimble,KY,0.214297215,0.75688295
Union,KY,0.350146531,0.59175713
Warren,KY,0.251951739,0.712029808
Washington,KY,0.179054054,0.797172172
Wayne,KY,0.213608958,0.757450474
Webster,KY,0.15006534,0.821257442
Whitley,KY,0.285768501,0.684629981
Wolfe,KY,0.365553344,0.567499816
Woodford,LA,0.326821713,0.625196061
Kentucky,LA,0.205849063,0.772645953
Acadia,LA,0.22779881,0.742779881
Allen,LA,0.301327774,0.661015399
Ascension,LA,0.360509905,0.615737344
Assumption,LA,0.303569275,0.673158085
Avoyelles,LA,0.158708051,0.811646107
Beauregard,LA,0.446680942,0.536188437
Bienville,LA,0.253590916,0.711643396
Bossier,LA,0.505491286,0.463177196
Caddo,LA,0.313850928,0.646786418
Calcasieu,LA,0.167945439,0.814578005
Caldwell,LA,0.087486457,0.881906826
Cameron,LA,0.272240527,0.716433278
Catahoula,LA,0.423142813,0.558324249
Claiborne,LA,0.368800721,0.617335437
Concordia,LA,0.382592593,0.59762963
De Soto,LA,0.523321679,0.430859429
East Baton Rouge,LA,0.625382783,0.360326642
East Carroll,LA,0.421728739,0.554570803
East Feliciana,LA,0.282757694,0.696142992
Evangeline,LA,0.273521065,0.710980135
Franklin,LA,0.133885047,0.83981408
Grant,LA,0.329635792,0.644080853
Iberia,LA,0.518855576,0.456273764
Iberville,LA,0.286575563,0.692524116
Jackson,LA,0.405584704,0.552733719
Jefferson,LA,0.215731596,0.754710373
Jefferson Davis,LA,0.309896499,0.645767639
Lafayette,LA,0.202257174,0.767415056
Lafourche,LA,0.092099254,0.888415284
La Salle,LA,0.380684557,0.576410092
Lincoln,LA,0.120388013,0.845730123
Livingston,LA,0.579881657,0.407227388
Madison,LA,0.434947688,0.548599393
Morehouse,LA,0.4298177,0.53955839
Natchitoches,LA,0.80812004,0.146503269
Orleans,LA,0.359145508,0.613581899
Ouachita,LA,0.316561052,0.652605694
Plaquemines,LA,0.405067596,0.577246833
Pointe Coupee,LA,0.322320737,0.6476673
Rapides,LA,0.438263229,0.540705563
Red River,LA,0.328956966,0.655100552
Richland,LA,0.174006335,0.805047512
Sabine,LA,0.313626304,0.64729687
St. Bernard,LA,0.326779169,0.634583079
St. Charles,LA,0.562206573,0.418678739
St. Helena,LA,0.531071576,0.451468763
St. James,LA,0.610374584,0.364894181
St. John the Baptist,LA,0.430472522,0.549591015
St. Landry,LA,0.321009709,0.655262136
St. Martin,LA,0.351881803,0.62766097
St. Mary,LA,0.222819795,0.730874976
St. Tammany,LA,0.322000916,0.647874695
Tangipahoa,LA,0.522762951,0.46389325
Tensas,LA,0.242960634,0.726763259
Terrebonne,LA,0.247016706,0.731778961
Union,LA,0.1894897,0.782732522
Vermilion,LA,0.160223652,0.80989599
Vernon,LA,0.30556152,0.674039081
Washington,LA,0.344998622,0.636098099
Webster,LA,0.42345815,0.544918188
West Baton Rouge,LA,0.150241647,0.834208867
West Carroll,LA,0.387653044,0.584583549
West Feliciana,LA,0.258003766,0.723163842
Winn,ME,0.384495661,0.580886847
Louisiana,ME,0.413823492,0.507670725
Androscoggin,ME,0.38140012,0.553295153
Aroostook,ME,0.599360952,0.335872842
Cumberland,ME,0.425521591,0.480228045
Franklin,ME,0.501618425,0.426548397
Hancock,ME,0.442574915,0.478416506
Kennebec,ME,0.537564263,0.395213203
Knox,ME,0.476259127,0.452355485
Lincoln,ME,0.390115701,0.51953463
Oxford,ME,0.407722871,0.51678669
Penobscot,ME,0.337399259,0.588760619
Piscataquis,ME,0.493338268,0.43042191
Sagadahoc,ME,0.34883364,0.575544813
Somerset,ME,0.459770115,0.457039679
Waldo,ME,0.371219065,0.55563703
Washington,ME,0.48868509,0.44107146
York,ME,0.756899147,0.162568991
Overseas,MD,0.478302027,0.448697533
Maine,MD,0.256899589,0.693873556
Allegany,MD,0.475483281,0.453208482
Anne Arundel,MD,0.846580229,0.105283164
Baltimore,MD,0.559053143,0.38260529
Baltimore,MD,0.384428788,0.552143098
Calvert,MD,0.284064338,0.663785163
Caroline,MD,0.28924963,0.633818918
Carroll,MD,0.301530849,0.637699088
Cecil,MD,0.630129114,0.327113904
Charles,MD,0.410180624,0.552577997
Dorchester,MD,0.449740207,0.473610923
Frederick,MD,0.18321319,0.769109985
Garrett,MD,0.352182955,0.582470525
Harford,MD,0.632561208,0.292762326
Howard,MD,0.456541263,0.486578186
Kent,MD,0.747248227,0.193587861
Montgomery,MD,0.881306915,0.084047799
Prince George's,MD,0.30060702,0.640689213
Queen Anne's,MD,0.351791662,0.575077244
St. Mary's,MD,0.423838384,0.539494949
Somerset,MD,0.421009098,0.521772977
Talbot,MD,0.320180025,0.621266536
Washington,MD,0.424236726,0.521728912
Wicomico,MD,0.344958087,0.608707955
Worcester,MA,0.603257442,0.339093047
Maryland,MA,0.533432513,0.398428352
Barnstable,MA,0.666199308,0.25662557
Berkshire,MA,0.513762196,0.418192274
Bristol,MA,0.719547713,0.212180915
Dukes,MA,0.576874173,0.353727586
Essex,MA,0.63053502,0.266968909
Franklin,MA,0.546285559,0.381778837
Hampden,MA,0.657619992,0.258810115
Hampshire,MA,0.653115528,0.275867133
Middlesex,MA,0.637062077,0.290719115
Nantucket,MA,0.603269014,0.325604101
Norfolk,MA,0.499721584,0.425437998
Plymouth,MA,0.784437713,0.160943939
Suffolk,MA,0.509751225,0.404363625
Worcester,MI,0.600050646,0.328083581
Massachusetts,MI,0.279444982,0.67779929
Alcona,MI,0.368083223,0.572155821
Alger,MI,0.321632217,0.609105488
Allegan,MI,0.330241062,0.615520043
Alpena,MI,0.325455477,0.619667813
Antrim,MI,0.3084487,0.640445077
Arenac,MI,0.328595793,0.613416714
Baraga,MI,0.29865321,0.629223056
Barry,MI,0.406239441,0.531741562
Bay,MI,0.40164255,0.541552601
Benzie,MI,0.409476475,0.536532882
Berrien,MI,0.286531167,0.667270566
Branch,MI,0.410121897,0.534684731
Calhoun,MI,0.3217526,0.630360699
Cass,MI,0.35055275,0.591920295
Charlevoix,MI,0.314657695,0.635093622
Cheboygan,MI,0.345871914,0.586548354
Chippewa,MI,0.31593427,0.632389025
Clare,MI,0.402862936,0.528519432
Clinton,MI,0.30829924,0.636177674
Crawford,MI,0.346133161,0.59809616
Delta,MI,0.296478235,0.648428053
Dickinson,MI,0.440795404,0.48800707
Eaton,MI,0.367063283,0.558913341
Emmet,MI,0.519887068,0.425898472
Genesee,MI,0.302503588,0.647743582
Gladwin,MI,0.396180414,0.544223215
Gogebic,MI,0.40328941,0.52732519
Grand Traverse,MI,0.344123899,0.600060735
Gratiot,MI,0.240672016,0.706870612
Hillsdale,MI,0.381828564,0.537719688
Houghton,MI,0.287192674,0.67059709
Huron,MI,0.598705869,0.331993794
Ingham,MI,0.308887163,0.615222456
Ionia,MI,0.323553504,0.621416338
Iosco,MI,0.336241611,0.616610738
Iron,MI,0.44651527,0.483085356
Isabella,MI,0.367843137,0.567458111
Jackson,MI,0.531659,0.404072875
Kalamazoo,MI,0.258122948,0.692403487
Kalkaska,MI,0.446078084,0.476625474
Kent,MI,0.367503487,0.567642957
Keweenaw,MI,0.361888764,0.589585666
Lake,MI,0.281831662,0.664785428
Lapeer,MI,0.454875101,0.486099919
Leelanau,MI,0.361786686,0.570866992
Lenawee,MI,0.32288781,0.61677732
Livingston,MI,0.262832883,0.677730606
Luce,MI,0.339355469,0.609375
Mackinac,MI,0.420491186,0.535794349
Macomb,MI,0.39328594,0.546208531
Manistee,MI,0.482930941,0.440905533
Marquette,MI,0.357017307,0.574972958
Mason,MI,0.337620951,0.597079784
Mecosta,MI,0.32695861,0.619179601
Menominee,MI,0.365508696,0.557462128
Midland,MI,0.213885472,0.736094028
Missaukee,MI,0.359828545,0.579478936
Monroe,MI,0.294245142,0.631801196
Montcalm,MI,0.255763116,0.695151033
Montmorency,MI,0.473864055,0.458912897
Muskegon,MI,0.272671407,0.666008252
Newaygo,MI,0.512867661,0.432339948
Oakland,MI,0.333025985,0.605867561
Oceana,MI,0.290229885,0.653927203
Ogemaw,MI,0.34255753,0.601806001
Ontonagon,MI,0.254972193,0.691488359
Osceola,MI,0.255131965,0.694770283
Oscoda,MI,0.281998414,0.655511499
Otsego,MI,0.312642512,0.615003337
Ottawa,MI,0.330715172,0.618437371
Presque Isle,MI,0.327351863,0.621640195
Roscommon,MI,0.468411057,0.479732011
Saginaw,MI,0.314769945,0.628834788
St. Clair,MI,0.314015104,0.62102057
St. Joseph,MI,0.253156008,0.698529794
Sanilac,MI,0.327747187,0.611922432
Schoolcraft,MI,0.367799244,0.563747765
Shiawassee,MI,0.286524221,0.659595804
Tuscola,MI,0.39844924,0.53765703
Van Buren,MI,0.675945265,0.266368194
Washtenaw,MI,0.663640464,0.292560932
Wayne,MI,0.288614183,0.650618087
Wexford,MN,0.470270339,0.472488995
Michigan,MN,0.339508179,0.597551728
Aitkin,MN,0.406442791,0.50247634
Anoka,MN,0.302403902,0.631750087
Becker,MN,0.402893712,0.500046374
Beltrami,MN,0.281184565,0.641738957
Benton,MN,0.33430127,0.583666062
Big Stone,MN,0.42949424,0.466376924
Blue Earth,MN,0.273096741,0.631976196
Brown,MN,0.46455439,0.44808083
Carlton,MN,0.386167768,0.52168917
Carver,MN,0.309331833,0.623913995
Cass,MN,0.317904211,0.604950177
Chippewa,MN,0.306933969,0.610063517
Chisago,MN,0.441220491,0.460677597
Clay,MN,0.259128386,0.689045936
Clearwater,MN,0.563181149,0.340500736
Cook,MN,0.293305366,0.643069393
Cottonwood,MN,0.306400312,0.621812399
Crow Wing,MN,0.476977486,0.430708186
Dakota,MN,0.29115825,0.612633753
Dodge,MN,0.28583888,0.641083314
Douglas,MN,0.290474906,0.628575283
Faribault,MN,0.350248756,0.567254636
Fillmore,MN,0.376362843,0.548750857
Freeborn,MN,0.367305673,0.545981258
Goodhue,MN,0.31816873,0.594010942
Grant,MN,0.631327236,0.282024245
Hennepin,MN,0.39089023,0.529611467
Houston,MN,0.297522816,0.631116906
Hubbard,MN,0.269175866,0.648791397
Isanti,MN,0.377512563,0.541038526
Itasca,MN,0.272064187,0.65809628
Jackson,MN,0.284578696,0.639598875
Kanabec,MN,0.333731398,0.58722212
Kandiyohi,MN,0.345073375,0.565618449
Kittson,MN,0.362407669,0.560898947
Koochiching,MN,0.338082902,0.594041451
Lac Qui Parle,MN,0.471860144,0.449624291
Lake,MN,0.246654773,0.686886708
Lake of the Woods,MN,0.308797008,0.613319084
Le Sueur,MN,0.284862537,0.639615767
Lincoln,MN,0.313139582,0.594023741
Lyon,MN,0.26468868,0.646301909
