county,state,clinton,sanders
Grayson,KY,0.498938429,0.445859873
Green,KY,0.40398293,0.512091038
Greenup,KY,0.437554081,0.477357946
Hancock,KY,0.425476603,0.496533795
Hardin,KY,0.47822271,0.46165661
Harlan,KY,0.259493671,0.6283084
Harrison,KY,0.414018692,0.494859813
Hart,KY,0.396987366,0.516034985
Henderson,KY,0.434331277,0.428764856
Henry,KY,0.406136245,0.498179927
Hickman,KY,0.324534161,0.465838509
Hopkins,KY,0.327075673,0.521772789
Jackson,KY,0.359447005,0.589861751
Jefferson,KY,0.573450726,0.403070811
Jessamine,KY,0.441696113,0.497762073
Johnson,KY,0.329132691,0.555226093
Kenton,KY,0.489908606,0.46458492
Knott,KY,0.307976756,0.588483888
Knox,KY,0.478821363,0.464088398
Larue,KY,0.346938776,0.515873016
Laurel,KY,0.490708479,0.459349593
Lawrence,KY,0.353221957,0.524264121
Lee,KY,0.42887931,0.482758621
Leslie,KY,0.438356164,0.52739726
Letcher,KY,0.266624244,0.568883233
Lewis,KY,0.517156863,0.370098039
Lincoln,KY,0.477328431,0.454656863
Livingston,KY,0.343642612,0.524054983
Logan,KY,0.437626981,0.459569281
Lyon,KY,0.404723127,0.456840391
McCracken,KY,0.437762605,0.464942227
McCreary,KY,0.419354839,0.503722084
McLean,KY,0.380686353,0.501197127
Madison,KY,0.415981625,0.530101547
Magoffin,KY,0.427257525,0.523411371
Marion,KY,0.503030303,0.425541126
Marshall,KY,0.347433355,0.508482045
Martin,KY,0.312312312,0.573573574
Mason,KY,0.441140777,0.47026699
Meade,KY,0.419035452,0.492175024
Menifee,KY,0.448126801,0.465417867
Mercer,KY,0.390513834,0.526086957
Metcalfe,KY,0.416803954,0.479406919
Monroe,KY,0.508064516,0.439516129
Montgomery,KY,0.458392603,0.470128023
Morgan,KY,0.315545244,0.573085847
Muhlenberg,KY,0.432735426,0.457399103
Nelson,KY,0.476332538,0.466388226
Nicholas,KY,0.421744325,0.501792115
Ohio,KY,0.412513256,0.5
Oldham,KY,0.523791251,0.444167306
Owen,KY,0.345801527,0.549618321
Owsley,KY,0.43258427,0.511235955
Pendleton,KY,0.365692743,0.51460886
Perry,KY,0.300393842,0.596491228
Pike,KY,0.26139035,0.542706817
Powell,KY,0.424386921,0.506811989
Pulaski,KY,0.474431818,0.465909091
Robertson,KY,0.31986532,0.595959596
Rockcastle,KY,0.45681382,0.487523992
Rowan,KY,0.439684329,0.512589252
Russell,KY,0.482419128,0.466947961
Scott,KY,0.485559217,0.464043419
Shelby,KY,0.478317716,0.445412944
Simpson,KY,0.459143969,0.450713359
Spencer,KY,0.427301587,0.511746032
Taylor,KY,0.503448276,0.447745358
Todd,KY,0.351265823,0.534810127
Trigg,KY,0.408108108,0.483108108
Trimble,KY,0.383194829,0.500461681
Union,KY,0.299331849,0.492650334
Warren,KY,0.449125744,0.498976935
Washington,KY,0.469898358,0.455043002
Wayne,KY,0.555924695,0.394241417
Webster,KY,0.287432601,0.484861054
Whitley,KY,0.525150905,0.411468813
Wolfe,KY,0.416498994,0.502012072
Woodford,KY,0.462838678,0.476758638
Kentucky,T,0.467554695,0.463350676
Acadia,LA,0.537507213,0.313618003
Allen,LA,0.551440329,0.305555556
Ascension,LA,0.711013809,0.233075109
Assumption,LA,0.713659148,0.195488722
Avoyelles,LA,0.640108401,0.246612466
Beauregard,LA,0.535066982,0.308116627
Bienville,LA,0.769118718,0.161689731
Bossier,LA,0.66507177,0.270448849
Caddo,LA,0.797569494,0.168078082
Calcasieu,LA,0.657034675,0.26155839
Caldwell,LA,0.578732106,0.259713701
Cameron,LA,0.373860182,0.401215805
Catahoula,LA,0.606188467,0.272855134
Claiborne,LA,0.763419483,0.157057654
Concordia,LA,0.766652702,0.137829912
De Soto,LA,0.771355499,0.162659847
East Baton Rouge,LA,0.783767083,0.189566251
East Carroll,LA,0.880415945,0.081455806
East Feliciana,LA,0.775724486,0.145737085
Evangeline,LA,0.630798661,0.238163558
Franklin,LA,0.655241935,0.219758065
Grant,LA,0.486092715,0.327152318
Iberia,LA,0.664117467,0.246558581
Iberville,LA,0.696142992,0.196048918
Jackson,LA,0.658964143,0.212749004
Jefferson,LA,0.677139887,0.270686535
Jefferson Davis,LA,0.559514784,0.316906748
Lafayette,LA,0.596593772,0.35503376
Lafourche,LA,0.505432596,0.359959759
La Salle,LA,0.301552106,0.407982262
Lincoln,LA,0.752669039,0.193950178
Livingston,LA,0.454368392,0.387312187
Madison,LA,0.823261117,0.111744584
Morehouse,LA,0.788020833,0.155208333
Natchitoches,LA,0.68120985,0.226445396
Orleans,LA,0.747091581,0.240778519
Ouachita,LA,0.786363636,0.157604895
Plaquemines,LA,0.716259299,0.227417641
Pointe Coupee,LA,0.766773163,0.160657234
Rapides,LA,0.71307762,0.219118091
Red River,LA,0.752840909,0.166193182
Richland,LA,0.761487965,0.147702407
Sabine,LA,0.498714653,0.332904884
St. Bernard,LA,0.623231132,0.310731132
St. Charles,LA,0.691620456,0.242452249
St. Helena,LA,0.8375,0.110714286
St. James,LA,0.82192846,0.125972006
St. John the Baptist,LA,0.848478116,0.125305488
St. Landry,LA,0.741468126,0.190598841
St. Martin,LA,0.665361339,0.245639017
St. Mary,LA,0.729265619,0.195469492
St. Tammany,LA,0.572410501,0.362768496
Tangipahoa,LA,0.656817482,0.254847645
Tensas,LA,0.828282828,0.102693603
Terrebonne,LA,0.667086694,0.2578125
Union,LA,0.68729097,0.181438127
Vermilion,LA,0.53987069,0.349137931
Vernon,LA,0.494327391,0.358184765
Washington,LA,0.693333333,0.21375
Webster,LA,0.748207171,0.173705179
West Baton Rouge,LA,0.734411864,0.198517021
West Carroll,LA,0.489971347,0.315186246
West Feliciana,LA,0.801065719,0.147424512
Winn,LA,0.635416667,0.251302083
Louisiana,T,0.711193293,0.231820281
Allegany,MD,0.412941961,0.454803202
Anne Arundel,MD,0.561892137,0.39029803
Baltimore,MD,0.652597765,0.314431035
Baltimore,MD,0.572400678,0.376199744
Calvert,MD,0.571008712,0.36632728
Caroline,MD,0.509384548,0.4185945
Carroll,MD,0.460010489,0.478497443
Cecil,MD,0.45272867,0.456315655
Charles,MD,0.678387613,0.286449548
Dorchester,MD,0.616819747,0.309988519
Frederick,MD,0.510904615,0.445338234
Garrett,MD,0.411735206,0.470912738
Harford,MD,0.512128686,0.422902786
Howard,MD,0.594352184,0.375707364
Kent,MD,0.548514142,0.386680988
Montgomery,MD,0.66249198,0.318934889
Prince George's,MD,0.735996788,0.248307204
Queen Anne's,MD,0.534929271,0.402829162
St. Mary's,MD,0.524442539,0.399335334
Somerset,MD,0.596049383,0.329876543
Talbot,MD,0.607350964,0.347377857
Washington,MD,0.492545599,0.41149881
Wicomico,MD,0.58139291,0.357667296
Worcester,MD,0.556922544,0.361462485
Maryland,T,0.625289197,0.338135374
Barnstable,MA,0.487918506,0.500557265
Berkshire,MA,0.476675524,0.511182462
Bristol,MA,0.491066594,0.485916516
Dukes,MA,0.449106449,0.544677545
Essex,MA,0.488265249,0.494324053
Franklin,MA,0.290488296,0.70363309
Hampden,MA,0.505407813,0.472372439
Hampshire,MA,0.36351396,0.62591774
Middlesex,MA,0.516364056,0.469884127
Nantucket,MA,0.475935829,0.515313563
Norfolk,MA,0.528245628,0.453006982
Plymouth,MA,0.484277818,0.497310598
Suffolk,MA,0.56926511,0.417248631
Worcester,MA,0.449228242,0.534155089
Massachusetts,T,0.499043562,0.485047328
Alcona,MI,0.487368421,0.478947368
Alger,MI,0.370656371,0.6003861
Allegan,MI,0.380060619,0.602836112
Alpena,MI,0.442570281,0.540963855
Antrim,MI,0.360949209,0.620732723
Arenac,MI,0.46124031,0.513953488
Baraga,MI,0.403587444,0.554559043
Barry,MI,0.354141167,0.627906977
Bay,MI,0.459804833,0.492797398
Benzie,MI,0.33477237,0.647566719
Berrien,MI,0.515429011,0.459253559
Branch,MI,0.434408602,0.535913978
Calhoun,MI,0.463617832,0.515111229
Cass,MI,0.483654407,0.491535318
Charlevoix,MI,0.367346939,0.608726249
Cheboygan,MI,0.426160338,0.556118143
Chippewa,MI,0.398316062,0.580634715
Clare,MI,0.457598657,0.520151134
Clinton,MI,0.421613583,0.5571942
Crawford,MI,0.423307626,0.540702656
Delta,MI,0.433405106,0.524454014
Dickinson,MI,0.435074269,0.515093436
Eaton,MI,0.439928004,0.534348283
Emmet,MI,0.339113203,0.64131781
Genesee,MI,0.517530978,0.464814295
Gladwin,MI,0.463311383,0.509407338
Gogebic,MI,0.449006623,0.523178808
Grand Traverse,MI,0.331863727,0.648577154
Gratiot,MI,0.388652017,0.594293211
Hillsdale,MI,0.401726974,0.567434211
Houghton,MI,0.347867001,0.639585947
Huron,MI,0.459921156,0.518615856
Ingham,MI,0.434911602,0.54911116
Ionia,MI,0.33994528,0.641130871
Iosco,MI,0.46084724,0.514334617
Iron,MI,0.48304308,0.500458295
Isabella,MI,0.331863466,0.657194186
Jackson,MI,0.427209565,0.549684925
Kalamazoo,MI,0.379209767,0.606266538
Kalkaska,MI,0.365325077,0.611145511
Kent,MI,0.368631227,0.615197258
Keweenaw,MI,0.397515528,0.583850932
Lake,MI,0.50137237,0.470265325
Lapeer,MI,0.403911565,0.564868805
Leelanau,MI,0.37671056,0.60934676
Lenawee,MI,0.437341772,0.538734177
Livingston,MI,0.381377624,0.593538479
Luce,MI,0.354564756,0.617834395
Mackinac,MI,0.427715997,0.541488452
Macomb,MI,0.488014682,0.474163386
Manistee,MI,0.396319887,0.582448691
Marquette,MI,0.355922742,0.617394217
Mason,MI,0.405638474,0.577446103
Mecosta,MI,0.388796818,0.586012595
Menominee,MI,0.487164527,0.46966161
Midland,MI,0.398071979,0.58714653
Missaukee,MI,0.390838207,0.576023392
Monroe,MI,0.47245867,0.481322547
Montcalm,MI,0.368478737,0.605436212
Montmorency,MI,0.486956522,0.475776398
Muskegon,MI,0.445270236,0.528641488
Newaygo,MI,0.364891519,0.6072133
Oakland,MI,0.51375963,0.468467516
Oceana,MI,0.382125604,0.597584541
Ogemaw,MI,0.462446352,0.496781116
Ontonagon,MI,0.443690638,0.491180461
Osceola,MI,0.403857746,0.574442435
Oscoda,MI,0.449013158,0.518092105
Otsego,MI,0.379710145,0.593236715
Ottawa,MI,0.343918266,0.642413365
Presque Isle,MI,0.477034649,0.488315874
Roscommon,MI,0.473341473,0.483109483
Saginaw,MI,0.553193374,0.428558774
St. Clair,MI,0.404565158,0.565361691
St. Joseph,MI,0.376566757,0.604632153
Sanilac,MI,0.419985518,0.537653874
Schoolcraft,MI,0.457478006,0.505865103
Shiawassee,MI,0.393789788,0.578407172
Tuscola,MI,0.426483233,0.544282029
Van Buren,MI,0.39731286,0.584772873
Washtenaw,MI,0.437026901,0.554064283
Wayne,MI,0.601144146,0.382422355
Wexford,MI,0.329467198,0.649873142
Michigan,T,0.482579764,0.496820544
Adams,MS,0.870094723,0.122056834
Alcorn,MS,0.708090075,0.265221018
Amite,MS,0.893762851,0.090472927
Attala,MS,0.874449339,0.113436123
Benton,MS,0.850404313,0.144204852
Bolivar,MS,0.851447297,0.141725833
Calhoun,MS,0.849377123,0.13590034
Carroll,MS,0.900647948,0.088552916
Chickasaw,MS,0.834451902,0.153803132
Choctaw,MS,0.767337808,0.219239374
Claiborne,MS,0.895194274,0.098670757
Clarke,MS,0.864551084,0.123839009
Clay,MS,0.861500701,0.126227209
Coahoma,MS,0.821354527,0.159986178
Copiah,MS,0.882123341,0.10720791
Covington,MS,0.882428941,0.106589147
DeSoto,MS,0.732629383,0.263199061
Forrest,MS,0.726416907,0.266090298
Franklin,MS,0.682464455,0.30521327
George,MS,0.72265625,0.25
Greene,MS,0.840449438,0.137078652
Grenada,MS,0.866474544,0.123919308
Hancock,MS,0.624833997,0.362549801
Harrison,MS,0.742145758,0.250587732
Hinds,MS,0.840584627,0.15396059
Holmes,MS,0.928290214,0.06496063
Humphreys,MS,0.923900119,0.053507729
Issaquena,MS,0.883838384,0.101010101
Itawamba,MS,0.690941385,0.278863233
Jackson,MS,0.760569783,0.23033793
Jasper,MS,0.895659798,0.092064884
Jefferson,MS,0.890355913,0.100459242
Jefferson Davis,MS,0.891851852,0.09382716
Jones,MS,0.836065574,0.158366842
Kemper,MS,0.891774892,0.096103896
Lafayette,MS,0.64296957,0.350472193
Lamar,MS,0.725227382,0.269985639
Lauderdale,MS,0.837954545,0.154318182
Lawrence,MS,0.850954479,0.134361233
Leake,MS,0.8555667,0.135907723
Lee,MS,0.766198571,0.227642276
Leflore,MS,0.901367592,0.093244923
Lincoln,MS,0.851025057,0.143963554
Lowndes,MS,0.824153407,0.173194614
Madison,MS,0.831837607,0.163675214
Marion,MS,0.875,0.114864865
Marshall,MS,0.889143148,0.10043224
Monroe,MS,0.848914488,0.137793531
Montgomery,MS,0.893211921,0.098509934
Neshoba,MS,0.780569514,0.209380235
Newton,MS,0.836290323,0.150806452
Noxubee,MS,0.904330963,0.087912088
Oktibbeha,MS,0.759462759,0.233516484
Panola,MS,0.857663211,0.134211264
Pearl River,MS,0.728730823,0.255230126
Perry,MS,0.821848739,0.161344538
Pike,MS,0.863649384,0.129475795
Pontotoc,MS,0.712077295,0.262801932
Prentiss,MS,0.711111111,0.260606061
Quitman,MS,0.853092784,0.122852234
Rankin,MS,0.770061974,0.224217384
Scott,MS,0.85212722,0.130937629
Sharkey,MS,0.914951989,0.079561043
Simpson,MS,0.845216606,0.133122744
Smith,MS,0.81452514,0.167597765
Stone,MS,0.775453278,0.205020921
Sunflower,MS,0.879108839,0.112125639
Tallahatchie,MS,0.873780091,0.108002602
Tate,MS,0.850402762,0.142117376
Tippah,MS,0.748387097,0.224516129
Tishomingo,MS,0.617693523,0.330173776
Tunica,MS,0.773972603,0.188356164
Union,MS,0.708530806,0.264218009
Walthall,MS,0.887858347,0.10455312
Warren,MS,0.845469071,0.148367953
Washington,MS,0.882528621,0.114235938
Wayne,MS,0.838541667,0.14525463
Webster,MS,0.8200409,0.161554192
Wilkinson,MS,0.934798535,0.050549451
Winston,MS,0.864559819,0.120767494
Yalobusha,MS,0.840220386,0.150137741
Yazoo,MS,0.911548861,0.0803399
Mississippi,T,0.824664119,0.166170696
Adair,MO,0.407030056,0.588385125
Andrew,MO,0.39935846,0.583801123
Atchison,MO,0.444794953,0.545741325
Audrain,MO,0.496355202,0.482438701
Barry,MO,0.516243355,0.470171294
Barton,MO,0.481220657,0.502347418
Bates,MO,0.435294118,0.531092437
Benton,MO,0.533067729,0.452589641
Bollinger,MO,0.537777778,0.451111111
Boone,MO,0.38669447,0.606287845
Buchanan,MO,0.44534989,0.536541198
Butler,MO,0.527596439,0.454599407
Caldwell,MO,0.431858407,0.555752212
Callaway,MO,0.445090439,0.542312661
Camden,MO,0.488560366,0.499472017
Cape Girardeau,MO,0.4664903,0.523589065
Carroll,MO,0.463220676,0.50695825
Carter,MO,0.485915493,0.5
Cass,MO,0.468225345,0.52070638
Cedar,MO,0.470254958,0.511331445
Chariton,MO,0.521103896,0.444805195
Christian,MO,0.407942238,0.583887517
Clark,MO,0.513994911,0.452926209
Clay,MO,0.454661995,0.537304504
Clinton,MO,0.461677731,0.514182257
Cole,MO,0.45298592,0.535199871
Cooper,MO,0.500970874,0.486407767
Crawford,MO,0.411996843,0.56195738
Dade,MO,0.480861244,0.509569378
Dallas,MO,0.429805616,0.556155508
Daviess,MO,0.509594883,0.471215352
DeKalb,MO,0.391915641,0.576449912
Dent,MO,0.405204461,0.55638166
Douglas,MO,0.405446293,0.580937973
Dunklin,MO,0.609571788,0.376154492
Franklin,MO,0.42890227,0.554075961
Gasconade,MO,0.437772926,0.55349345
Gentry,MO,0.480337079,0.494382022
Greene,MO,0.382939154,0.611130606
Grundy,MO,0.446028513,0.533604888
Harrison,MO,0.484662577,0.5
Henry,MO,0.516898608,0.461232604
Hickory,MO,0.538011696,0.448830409
Holt,MO,0.52244898,0.448979592
Howard,MO,0.487028302,0.483490566
Howell,MO,0.402221149,0.583775954
Iron,MO,0.437892095,0.534504391
Jackson,MO,0.528740314,0.464346577
Jasper,MO,0.371072238,0.620181406
Jefferson,MO,0.441642684,0.543145585
Johnson,MO,0.425476603,0.56152513
Knox,MO,0.56779661,0.398305085
Laclede,MO,0.435579196,0.54787234
Lafayette,MO,0.462174941,0.521670607
Lawrence,MO,0.453458138,0.534581383
Lewis,MO,0.482828283,0.482828283
Lincoln,MO,0.431134419,0.546232404
Linn,MO,0.50462963,0.47337963
Livingston,MO,0.484737485,0.485958486
McDonald,MO,0.475816993,0.503267974
Macon,MO,0.437175493,0.524402908
Madison,MO,0.493580599,0.476462197
Maries,MO,0.500821018,0.479474548
Marion,MO,0.547337278,0.418343195
Mercer,MO,0.518796992,0.473684211
Miller,MO,0.465016146,0.516684607
Mississippi,MO,0.67219917,0.289073306
Moniteau,MO,0.446194226,0.536745407
Monroe,MO,0.507042254,0.458752515
Montgomery,MO,0.494029851,0.485074627
Morgan,MO,0.514869888,0.471189591
New Madrid,MO,0.642193309,0.334572491
Newton,MO,0.439093484,0.549929178
Nodaway,MO,0.415935179,0.56110736
Oregon,MO,0.529900332,0.450166113
Osage,MO,0.477203647,0.495440729
Ozark,MO,0.420542636,0.567829457
Pemiscot,MO,0.694348328,0.288350634
Perry,MO,0.492099323,0.494356659
Pettis,MO,0.448104853,0.534891959
Phelps,MO,0.383732703,0.588592643
Pike,MO,0.570319241,0.409836066
Platte,MO,0.470475033,0.520915628
Polk,MO,0.460966543,0.527261462
Pulaski,MO,0.445365096,0.528741585
Putnam,MO,0.467889908,0.495412844
Ralls,MO,0.545335085,0.408672799
Randolph,MO,0.448682386,0.520110957
Ray,MO,0.481613892,0.494892748
Reynolds,MO,0.471311475,0.467213115
Ripley,MO,0.491493384,0.472589792
St. Charles,MO,0.448016502,0.543204286
St. Clair,MO,0.499265786,0.46989721
St. Francois,MO,0.453355155,0.530044424
St. Louis,MO,0.553004014,0.44012967
Ste. Genevieve,MO,0.502386635,0.47673031
Saline,MO,0.514108352,0.454288939
Schuyler,MO,0.492063492,0.472222222
Scotland,MO,0.440816327,0.546938776
Scott,MO,0.549716641,0.429675425
Shannon,MO,0.506389776,0.46485623
Shelby,MO,0.510638298,0.425531915
Stoddard,MO,0.566386555,0.41092437
Stone,MO,0.470826112,0.512998267
Sullivan,MO,0.595959596,0.38047138
Taney,MO,0.461449942,0.529727656
Texas,MO,0.463489623,0.511913912
Vernon,MO,0.478091529,0.504381694
Warren,MO,0.439785905,0.545049063
Washington,MO,0.514324693,0.452933151
Wayne,MO,0.577941176,0.388235294
Webster,MO,0.440654206,0.547196262
Worth,MO,0.415492958,0.535211268
Wright,MO,0.505025126,0.483668342
St. Louis,MO,0.549734935,0.443285548
Missouri,T,0.496143305,0.49364261
Beaverhead,MT,0.413559322,0.547457627
Big Horn,MT,0.445640474,0.523143165
Blaine,MT,0.378378378,0.548648649
Broadwater,MT,0.383838384,0.519191919
Carbon,MT,0.454948301,0.508862629
Carter,MT,0.42,0.52
Cascade,MT,0.524489134,0.404800519
Chouteau,MT,0.565677966,0.38559322
Custer,MT,0.508004269,0.414087513
Daniels,MT,0.511811024,0.346456693
Dawson,MT,0.461538462,0.473684211
Deer Lodge,MT,0.510309278,0.410824742
Fallon,MT,0.586206897,0.362068966
Fergus,MT,0.507334963,0.437652812
Flathead,MT,0.412429379,0.563339611
Gallatin,MT,0.404501954,0.575751449
Garfield,MT,0.264705882,0.5
Glacier,MT,0.430905077,0.503311258
Golden Valley,MT,0.45,0.483333333
Granite,MT,0.375,0.586956522
Hill,MT,0.460721868,0.464968153
Jefferson,MT,0.455760662,0.501591343
Judith Basin,MT,0.448051948,0.448051948
Lake,MT,0.441898527,0.533224223
Lewis and Clark,MT,0.469943454,0.484471509
Liberty,MT,0.478527607,0.45398773
Lincoln,MT,0.422517394,0.535736875
McCone,MT,0.474452555,0.423357664
Madison,MT,0.446351931,0.516452074
Meagher,MT,0.455284553,0.471544715
Mineral,MT,0.431761787,0.535980149
Missoula,MT,0.362048484,0.612257468
Musselshell,MT,0.408888889,0.515555556
Park,MT,0.368315239,0.611580217
Petroleum,MT,0.470588235,0.470588235
Phillips,MT,0.457627119,0.514124294
Pondera,MT,0.496138996,0.457528958
Powder River,MT,0.413793103,0.586206897
Powell,MT,0.418367347,0.512244898
Prairie,MT,0.489795918,0.448979592
Ravalli,MT,0.449746927,0.522776573
Richland,MT,0.546365915,0.395989975
Roosevelt,MT,0.413298566,0.520208605
Rosebud,MT,0.378214826,0.549167927
Sanders,MT,0.382436261,0.559962229
Sheridan,MT,0.477653631,0.430167598
Silver Bow,MT,0.50473613,0.43338664
Stillwater,MT,0.464114833,0.489633174
Sweet Grass,MT,0.429718876,0.530120482
Teton,MT,0.404761905,0.497835498
Toole,MT,0.524390244,0.43495935
Treasure,MT,0.425,0.5375
Valley,MT,0.466124661,0.45799458
Wheatland,MT,0.432432432,0.468468468
Wibaux,MT,0.6,0.266666667
Yellowstone,MT,0.498777813,0.450266374
Montana,T,0.441579097,0.515572577
Adams,NE,0.496503497,0.503496503
Antelope,NE,0.381395349,0.618604651
Arthur,NE,0.090909091,0.909090909
Banner,NE,0.714285714,0.285714286
Blaine,NE,0.692307692,0.307692308
Boone,NE,0.448275862,0.551724138
Box Butte,NE,0.434977578,0.565022422
Boyd,NE,0.454545455,0.545454545
Brown,NE,0.418181818,0.581818182
Buffalo,NE,0.492109039,0.507890961
Burt,NE,0.571823204,0.428176796
Butler,NE,0.400749064,0.599250936
Cass,NE,0.502222222,0.497777778
Cedar,NE,0.412658228,0.587341772
Chase,NE,0.453125,0.546875
Cherry,NE,0.460992908,0.539007092
Cheyenne,NE,0.478764479,0.521235521
Clay,NE,0.434343434,0.565656566
Colfax,NE,0.524539877,0.475460123
Cuming,NE,0.447058824,0.552941176
Custer,NE,0.484149856,0.515850144
Dakota,NE,0.602774275,0.397225725
Dawes,NE,0.457317073,0.542682927
Dawson,NE,0.506968641,0.493031359
Deuel,NE,0.333333333,0.666666667
Dixon,NE,0.487455197,0.512544803
Dodge,NE,0.54799514,0.45200486
Douglas,NE,0.559681004,0.440318996
Dundy,NE,0.5,0.5
Fillmore,NE,0.527972028,0.472027972
Franklin,NE,0.462365591,0.537634409
Frontier,NE,0.538461538,0.461538462
Furnas,NE,0.451612903,0.548387097
Gage,NE,0.561419472,0.438580528
Garden,NE,0.480769231,0.519230769
Garfield,NE,0.448979592,0.551020408
Gosper,NE,0.475609756,0.524390244
Grant,NE,0.25,0.75
Greeley,NE,0.288,0.712
Hall,NE,0.544035228,0.455964772
Hamilton,NE,0.51951952,0.48048048
Harlan,NE,0.415584416,0.584415584
Hayes,NE,0.636363636,0.363636364
Hitchcock,NE,0.507936508,0.492063492
Holt,NE,0.434210526,0.565789474
Hooker,NE,0.571428571,0.428571429
Howard,NE,0.455830389,0.544169611
Jefferson,NE,0.477366255,0.522633745
Johnson,NE,0.483443709,0.516556291
Kearney,NE,0.52284264,0.47715736
Keith,NE,0.414746544,0.585253456
Keya Paha,NE,0.454545455,0.545454545
Kimball,NE,0.37704918,0.62295082
Knox,NE,0.446511628,0.553488372
Lancaster,NE,0.543039603,0.456960397
Lincoln,NE,0.506859756,0.493140244
Logan,NE,0.6,0.4
Loup,NE,0.5,0.5
McPherson,NE,0.357142857,0.642857143
Madison,NE,0.449515906,0.550484094
Merrick,NE,0.472440945,0.527559055
Morrill,NE,0.50862069,0.49137931
Nance,NE,0.505681818,0.494318182
Nemaha,NE,0.481343284,0.518656716
Nuckolls,NE,0.472727273,0.527272727
Otoe,NE,0.496433666,0.503566334
Pawnee,NE,0.462809917,0.537190083
Perkins,NE,0.513513514,0.486486486
Phelps,NE,0.431818182,0.568181818
Pierce,NE,0.409836066,0.590163934
Platte,NE,0.44057971,0.55942029
Polk,NE,0.535031847,0.464968153
Red Willow,NE,0.482638889,0.517361111
Richardson,NE,0.493074792,0.506925208
Rock,NE,0.333333333,0.666666667
Saline,NE,0.504385965,0.495614035
Sarpy,NE,0.550814751,0.449185249
Saunders,NE,0.457894737,0.542105263
Scotts Bluff,NE,0.550377834,0.449622166
Seward,NE,0.530474041,0.469525959
Sheridan,NE,0.315789474,0.684210526
Sherman,NE,0.416666667,0.583333333
Sioux,NE,0.6,0.4
Stanton,NE,0.385964912,0.614035088
Thayer,NE,0.523255814,0.476744186
Thomas,NE,0.388888889,0.611111111
Thurston,NE,0.464566929,0.535433071
Valley,NE,0.538116592,0.461883408
Washington,NE,0.571100917,0.428899083
Wayne,NE,0.53314121,0.46685879
Webster,NE,0.510791367,0.489208633
Wheeler,NE,0.5,0.5
York,NE,0.486956522,0.513043478
Nebraska,T,0.530757372,0.469242628
Belknap,NH,0.354894395,0.609768481
Carroll,NH,0.358411008,0.625610297
Cheshire,NH,0.287732675,0.697521866
Coos,NH,0.344750813,0.623223155
Grafton,NH,0.322592679,0.664257403
Hillsborough,NH,0.407025003,0.567509725
Merrimack,NH,0.394715644,0.583438054
Rockingham,NH,0.415435289,0.565311545
Strafford,NH,0.349015881,0.628925587
Sullivan,NH,0.288770672,0.684052272
New Hampshire,T,0.376747899,0.601463137
Atlantic,NJ,0.605448861,0.393255918
Bergen,NJ,0.632918521,0.36432097
Burlington,NJ,0.628691663,0.368900936
Camden,NJ,0.620250335,0.375852146
Cape May,NJ,0.545642013,0.449408853
Cumberland,NJ,0.640587251,0.357461438
Essex,NJ,0.730751537,0.269248463
Gloucester,NJ,0.557391762,0.435799833
Hudson,NJ,0.662529789,0.336180963
Hunterdon,NJ,0.517737468,0.479135019
Mercer,NJ,0.658888889,0.339466667
Middlesex,NJ,0.610136452,0.389863548
Monmouth,NJ,0.580700208,0.419299792
Morris,NJ,0.581593064,0.415628892
Ocean,NJ,0.542382699,0.453038369
Passaic,NJ,0.674408148,0.322759055
Salem,NJ,0.551515152,0.425219941
Somerset,NJ,0.615647209,0.384352791
Sussex,NJ,0.42444894,0.564689596
Union,NJ,0.687038658,0.311326519
Warren,NJ,0.488758413,0.508663898
New Jersey,T,0.63181626,0.366045875
Bernalillo,NM,0.491238966,0.508761034
Catron,NM,0.387959866,0.612040134
Chaves,NM,0.565296804,0.434703196
Cibola,NM,0.515033948,0.484966052
Colfax,NM,0.560874704,0.439125296
Curry,NM,0.468188105,0.531811895
De Baca,NM,0.457142857,0.542857143
Dona Ana,NM,0.555656054,0.444343946
Eddy,NM,0.539491758,0.460508242
Grant,NM,0.500440141,0.499559859
Guadalupe,NM,0.545827633,0.454172367
Harding,NM,0.619834711,0.380165289
Hidalgo,NM,0.61547619,0.38452381
Lea,NM,0.520618557,0.479381443
Lincoln,NM,0.495210728,0.504789272
Los Alamos,NM,0.502466526,0.497533474
Luna,NM,0.5625,0.4375
McKinley,NM,0.591417457,0.408582543
Mora,NM,0.620037807,0.379962193
Otero,NM,0.525676205,0.474323795
Quay,NM,0.51577802,0.48422198
Rio Arriba,NM,0.600142806,0.399857194
Roosevelt,NM,0.418397626,0.581602374
Sandoval,NM,0.516622982,0.483377018
San Juan,NM,0.525457906,0.474542094
San Miguel,NM,0.59280303,0.40719697
Santa Fe,NM,0.505547198,0.494452802
Sierra,NM,0.429796356,0.570203644
Socorro,NM,0.506724304,0.493275696
Taos,NM,0.431032233,0.568967767
Torrance,NM,0.498468606,0.501531394
Union,NM,0.447674419,0.552325581
Valencia,NM,0.520126414,0.479873586
New Mexico,T,0.515256277,0.484743723
Albany,NY,0.477416571,0.522583429
Allegany,NY,0.411964981,0.588035019
Broome,NY,0.42946268,0.57053732
Cattaraugus,NY,0.426358382,0.573641618
Cayuga,NY,0.480266815,0.519733185
Chautauqua,NY,0.465887175,0.534112825
Chemung,NY,0.498907502,0.501092498
Chenango,NY,0.397009346,0.602990654
Clinton,NY,0.269974129,0.730025871
