county_state,sk09,sk05
"McLean, IL",-0.21409003,0.204165752
"Macon, IL",0.303605026,0.616378735
"Macoupin, IL",0.149191659,0.689350525
"Madison, IL",-0.084293287,0.369516723
"Marion, IL",0.431909852,0.635009831
"Marshall, IL",1.521008962,1.676798574
"Mason, IL",0.710898255,0.92689699
"Massac, IL",0.418482603,0.579116545
"Menard, IL",0.964524075,1.595287533
"Mercer, IL",1.082385485,1.412081763
"Monroe, IL",0.371487231,1.047999109
"Montgomery, IL",0.224533447,0.697113481
"Morgan, IL",0.18798149,0.504592164
"Moultrie, IL",-0.273766694,0.413765574
"Ogle, IL",-0.247658154,0.314399733
"Peoria, IL",-0.019394916,0.465777382
"Perry, IL",0.719849754,1.034025788
"Piatt, IL",0.83547329,1.301847782
"Pike, IL",0.449066893,0.732046785
"Pope, IL",0.797429417,0.609392075
"Pulaski, IL",1.296475516,0.590760979
"Putnam, IL",0.825775832,1.173759002
"Randolph, IL",0.474429475,0.739809741
"Richland, IL",1.170408564,1.264585592
"Rock Island, IL",1.878322985,2.286966945
"St. Clair, IL",-0.211106197,-0.135851736
"Saline, IL",0.469953725,0.584550614
"Sangamon, IL",1.04956332,1.270795957
"Schuyler, IL",1.765683283,1.385687711
"Scott, IL",0.930955951,0.889634799
"Shelby, IL",0.615415593,0.680034977
"Stark, IL",0.1663487,1.660496366
"Stephenson, IL",0.023124707,0.412212983
"Tazewell, IL",-0.193203198,0.425410009
"Union, IL",0.336427191,0.568248406
"Vermilion, IL",-0.431163894,-0.032604417
"Wabash, IL",0.9533347,1.211797488
"Warren, IL",0.328967608,0.93931772
"Washington, IL",1.031660321,1.588300872
"Wayne, IL",0.917528702,1.395779554
"White, IL",1.523246837,1.824294745
"Whiteside, IL",0.113385661,0.599300231
"Will, IL",-1.2770806,-0.971922137
"Williamson, IL",0.305096942,0.560485449
"Winnebago, IL",-0.801905166,-0.367964132
"Woodford, IL",0.225279405,0.950962155
"Adams, IN",0.001491917,0.419975939
"Allen, IN",-0.300621193,-0.284900499
"Bartholomew, IN",-0.397595771,-0.06753772
"Benton, IN",1.260669518,1.835162884
"Blackford, IN",0.733277003,0.627246874
"Boone, IN",0.055200914,0.244533125
"Brown, IN",0.382676605,-0.277137542
"Carroll, IN",-0.165602741,-0.200284274
"Cass, IN",-0.193949157,-0.403673731
"Clark, IN",-0.79146175,-0.690903116
"Clay, IN",-0.038043873,0.044248851
"Clinton, IN",-0.471445642,-0.523223259
"Crawford, IN",-0.666886715,-0.996763597
"Daviess, IN",-0.518441015,-0.2134813
"Dearborn, IN",-0.386406397,-0.043472556
"Decatur, IN",-0.240198571,0.064432538
"De Kalb, IN",-0.071611996,-0.004657774
"Delaware, IN",-0.299129276,-0.133522849
"Dubois, IN",0.318524192,0.701771255
"Elkhart, IN",-0.779526418,-0.735928263
"Fayette, IN",-0.061914538,0.099365841
"Floyd, IN",-0.1663487,0.102471024
"Fountain, IN",-0.014173208,0.4269626
"Franklin, IN",-0.604226218,-0.376503384
"Fulton, IN",0.3147944,0.160693197
"Gibson, IN",0.593782802,0.751454176
"Grant, IN",-0.339411024,-0.117220641
"Greene, IN",-0.271528819,-0.191745022
"Hamilton, IN",-0.225279405,0
"Hancock, IN",-0.178284032,-0.034933304
"Harrison, IN",-0.302113109,0.015525913
"Hendricks, IN",-0.716865921,-0.895845164
"Henry, IN",-0.031330248,0.198731683
"Howard, IN",0.267799028,0.558156563
"Huntington, IN",0.379692772,0.433172965
"Jackson, IN",-0.246912195,-0.208047231
"Jasper, IN",-0.265561153,-0.246085717
"Jay, IN",0.61243176,0.888082208
"Jefferson, IN",-0.410277062,-0.277913838
"Jennings, IN",-0.960048325,-1.453225431
"Johnson, IN",-0.941399368,-0.690903116
"Knox, IN",0.194695115,0.166903562
"Kosciusko, IN",-0.147699742,-0.247638308
"Lagrange, IN",-1.773888824,-1.67757487
"Lake, IN",-0.731039129,-0.711863099
"La Porte, IN",-0.56842022,-0.497605503
"Lawrence, IN",-0.257355612,-0.180100588
"Madison, IN",-0.255117737,-0.134299145
"Marion, IN",-0.067136246,-0.343898967
"Marshall, IN",0.031330248,0.037262191
"Martin, IN",0.875755038,1.362398842
"Miami, IN",-0.574387887,-0.295768637
"Monroe, IN",-0.435639644,-0.734375672
"Montgomery, IN",-0.272274777,-0.183982066
"Morgan, IN",-0.836219248,-0.900502938
"Newton, IN",-0.182013824,-0.459567017
"Noble, IN",-0.735514878,-0.688574229
"Ohio, IN",0.532614222,0.270927177
"Orange, IN",-0.144715909,-0.096260659
"Owen, IN",-1.264399309,-1.432265449
"Parke, IN",-0.41102302,-0.356319697
"Perry, IN",-0.136510368,0.034933304
"Pike, IN",0.454288601,1.0495517
"Porter, IN",-0.731785087,-0.400568548
"Posey, IN",-0.135018451,0.121102119
"Pulaski, IN",0.475175434,0.4091078
"Putnam, IN",-0.630334759,-0.570577293
"Randolph, IN",0.181267866,0.495276616
"Ripley, IN",0.38043873,0.373398201
"Rush, IN",0.293907568,0.468106269
"St. Joseph, IN",-0.431909852,-0.178547996
"Scott, IN",-0.926480202,-1.014618397
"Shelby, IN",-0.762369377,-0.57290618
"Spencer, IN",0.442353269,0.711086803
"Starke, IN",-0.799667292,-0.818991896
"Steuben, IN",-0.063406455,-0.419199644
"Sullivan, IN",-0.719849754,-0.607839483
"Switzerland, IN",-0.939907451,-0.90904219
"Tippecanoe, IN",-0.834727331,-0.936988833
"Tipton, IN",0.083547329,0.710310507
"Union, IN",0.194695115,0.270150881
"Vanderburgh, IN",-0.026854499,0.102471024
"Vermillion, IN",-0.155905284,0.212705004
"Vigo, IN",-0.302859068,-0.296544933
"Wabash, IN",0.312556525,0.490618842
"Warren, IN",-0.370741272,-0.342346376
"Warrick, IN",-0.325237816,0.159140605
"Washington, IN",-0.998092198,-0.800360801
"Wayne, IN",-0.071611996,0.171561336
"Wells, IN",0.375217022,0.701771255
"White, IN",0.082801371,-0.028722939
"Whitley, IN",-0.069374121,0.339241193
"Adair, IA",1.479981256,1.714837061
"Adams, IA",2.217734009,2.431357933
"Allamakee, IA",1.082385485,1.282440391
"Appanoose, IA",0.913052952,0.73825715
"Audubon, IA",1.987978855,1.97644869
"Benton, IA",0.69523313,1.059643544
"Black Hawk, IA",0.070866038,0.806571166
"Boone, IA",0.884706537,1.11010276
"Bremer, IA",1.341978972,2.111524131
"Buchanan, IA",0.443845185,1.050327996
"Buena Vista, IA",1.359881971,1.432265449
"Butler, IA",0.993616448,1.624786767
"Calhoun, IA",2.595188906,2.660365146
"Carroll, IA",1.353914304,2.106866357
"Cass, IA",1.774634782,2.313360996
"Cedar, IA",1.252463976,1.815755493
"Cerro Gordo, IA",1.148029815,1.641088975
"Cherokee, IA",2.123743264,2.605248156
"Chickasaw, IA",1.70153087,2.115405609
"Clarke, IA",0.533360181,1.023933944
"Clay, IA",1.057768861,1.824294745
"Clayton, IA",1.624697165,1.350754407
"Clinton, IA",0.769083002,1.241296723
"Crawford, IA",0.440861352,0.985119163
"Dallas, IA",0.067136246,0.573682475
"Davis, IA",0.494570349,0.87876666
"Decatur, IA",-0.013427249,0.29887382
"Delaware, IA",0.449812852,1.26846707
"Des Moines, IA",0.949604909,1.334452199
"Dickinson, IA",1.870863402,1.03713097
"Dubuque, IA",0.215581947,0.902831825
"Emmet, IA",1.336011305,2.113076722
"Fayette, IA",1.388228386,1.632549723
"Floyd, IA",1.04956332,1.674469688
"Franklin, IA",2.158057346,2.063393801
"Fremont, IA",0.513965265,0.781729706
"Greene, IA",2.324406045,2.346741709
"Grundy, IA",2.04243381,2.704613997
"Guthrie, IA",1.905177484,1.606931967
"Hamilton, IA",1.159965148,1.912016152
"Hancock, IA",2.043925727,2.34286023
"Hardin, IA",2.531782451,2.716258432
"Harrison, IA",1.156235356,1.241296723
"Henry, IA",0.534852097,0.956396224
"Howard, IA",2.111807931,2.101432288
"Humboldt, IA",1.785078199,2.574972626
"Ida, IA",2.02080102,2.200021833
"Iowa, IA",1.233815019,1.739678521
"Jackson, IA",0.31927015,0.821320783
"Jasper, IA",0.936923618,1.449343953
"Jefferson, IA",1.492662547,1.419844719
"Johnson, IA",0.143969951,0.602405414
"Jones, IA",0.48561885,0.927673285
"Keokuk, IA",1.192041354,1.561130525
"Kossuth, IA",3.174798501,3.535250328
"Lee, IA",0.836965206,1.198600463
"Linn, IA",0.361043814,1.126404968
"Louisa, IA",0.076833704,0.240651647
"Lucas, IA",1.040611821,1.222665627
"Lyon, IA",2.416158916,2.713929545
"Madison, IA",0.593036844,0.974251024
"Mahaska, IA",1.116699567,1.317373695
"Marion, IA",1.613507791,2.076590827
"Marshall, IA",0.217819822,0.703323847
"Mills, IA",0.037297915,0.386595227
"Mitchell, IA",2.056607018,2.447660141
"Monona, IA",1.021962863,1.801005876
"Monroe, IA",0.807872833,0.895068869
"Montgomery, IA",1.752256034,1.523868334
"Muscatine, IA",0.108909911,0.625694283
"O'Brien, IA",2.365433752,3.025224095
"Osceola, IA",1.876831069,2.345965413
"Page, IA",1.406131385,1.901148013
"Palo Alto, IA",2.498214328,2.413503133
"Plymouth, IA",1.042849696,1.2987426
"Pocahontas, IA",2.963692304,3.075683311
"Polk, IA",2.693655401,3.337294941
"Pottawattamie, IA",-0.322253983,0.235217578
"Poweshiek, IA",1.170408564,1.300295191
"Ringgold, IA",1.520263004,1.45167284
"Sac, IA",2.101364515,2.650273302
"Scott, IA",0.234976863,0.767756384
"Shelby, IA",1.606794166,1.978001281
"Sioux, IA",1.81939228,2.306374336
"Story, IA",0.408785145,1.261480409
"Tama, IA",0.873517163,1.608484558
"Taylor, IA",0.927972118,0.925344399
"Union, IA",0.4721916,1.580537916
"Van Buren, IA",0.545295513,1.021605057
"Wapello, IA",0.355076148,0.565143223
"Warren, IA",0.400579604,0.801913392
"Washington, IA",1.391212219,1.815755493
"Wayne, IA",1.427764176,1.471080231
"Webster, IA",0.613923676,1.174535298
"Winnebago, IA",1.699292995,2.162759643
"Winneshiek, IA",1.31661639,1.564235707
"Woodbury, IA",0.151429534,0.631904648
"Worth, IA",1.710482369,1.64031268
"Wright, IA",2.340817128,2.794664291
"Allen, KS",0.840694998,0.792597845
"Anderson, KS",-0.146953784,0.492171433
"Atchison, KS",0.697471005,0.843057061
"Barber, KS",3.033066425,2.636299981
"Barton, KS",0.682551839,0.888082208
"Bourbon, KS",0.932447868,0.707205325
"Brown, KS",1.158473231,1.881740622
"Butler, KS",-0.549025305,-0.183982066
"Chase, KS",3.220301957,1.812650311
"Chautauqua, KS",1.222625645,1.106221282
"Cherokee, KS",0.305096942,0.164574675
"Cheyenne, KS",4.004304124,3.844215991
"Clark, KS",2.607870197,3.56863104
"Clay, KS",1.767175199,1.941515386
"Cloud, KS",2.001406104,2.268335849
"Coffey, KS",1.046579487,1.422949901
"Comanche, KS",4.743548794,3.25733649
"Cowley, KS",0.03058429,0.378832271
"Crawford, KS",-0.255863695,0.224349439
"Decatur, KS",3.606708353,3.484014816
"Dickinson, KS",1.112223817,1.641088975
"Doniphan, KS",0.289431818,0.65286463
"Douglas, KS",-0.530376347,-0.105576207
"Edwards, KS",1.232323102,1.384911415
"Elk, KS",0.869041413,0.447922582
"Ellis, KS",0.138748243,0.556603971
"Ellsworth, KS",1.9245724,1.581314211
"Finney, KS",-1.475505506,-1.38413512
"Ford, KS",-1.389720302,-1.039459857
"Franklin, KS",0.197678948,0.454132947
"Geary, KS",-1.559798794,-1.360069955
"Gove, KS",4.331779816,3.994041049
"Graham, KS",3.306833119,1.928318361
"Grant, KS",0.078325621,0.698666073
"Gray, KS",0.902609536,1.938410204
"Greeley, KS",6.282460756,5.228351111
"Greenwood, KS",-0.31031865,0.040367373
"Hamilton, KS",1.575463918,1.997408672
"Harper, KS",2.116283681,1.875530257
"Harvey, KS",0.676584173,0.934659946
"Haskell, KS",1.218895853,0.036485895
"Hodgeman, KS",2.93907568,1.824294745
"Jackson, KS",0.13128866,0.15293024
"Jefferson, KS",0.06116858,0.498381799
"Jewell, KS",2.795851687,3.442871147
"Johnson, KS",-0.048487289,0.544183241
"Kearny, KS",0.120099285,-0.138180623
"Kingman, KS",1.245004393,0.747572698
"Kiowa, KS",4.467544225,3.946687015
"Labette, KS",0.02610854,0.193297613
"Lane, KS",6.151918054,4.52036949
"Leavenworth, KS",-1.074925902,-0.903608121
"Lincoln, KS",3.101694588,2.802427247
"Linn, KS",-0.234976863,-0.588432092
"Logan, KS",3.476165652,3.626853213
"Lyon, KS",-0.486364808,-0.100142137
"McPherson, KS",1.410607135,1.741231112
"Marion, KS",1.914128983,2.091340444
"Marshall, KS",2.287108131,2.875399037
"Meade, KS",2.813754687,2.706942884
"Miami, KS",0.267799028,0.360977471
"Mitchell, KS",2.866717725,2.799322065
"Montgomery, KS",0.436385602,0.454909243
"Morris, KS",1.722417702,2.213995155
"Morton, KS",2.764521439,2.03699975
"Nemaha, KS",1.324821931,1.845254728
"Neosho, KS",0.789223875,0.840728174
"Ness, KS",2.892826266,3.805401209
"Norton, KS",2.591459115,2.418160907
"Osage, KS",-0.043265581,-0.010868139
"Osborne, KS",2.716780108,2.643286642
"Ottawa, KS",1.441937383,1.575103846
"Pawnee, KS",0.716865921,1.239744131
"Phillips, KS",3.048731549,3.674207247
"Pottawatomie, KS",0.032822165,0.639667604
"Pratt, KS",1.656773372,1.862333232
"Rawlins, KS",4.957638825,3.500317024
"Reno, KS",-0.302859068,0.266269403
"Republic, KS",4.160955366,3.745626445
"Rice, KS",0.801905166,1.124852377
"Riley, KS",-0.999584115,-0.6225891
"Rooks, KS",1.92009665,1.901924309
"Rush, KS",3.709650598,2.696851041
"Russell, KS",1.815662489,2.112300426
"Saline, KS",0.21409003,0.765427497
"Scott, KS",2.211766343,2.359938734
"Sedgwick, KS",-0.856360122,-0.675377204
"Seward, KS",-1.283048266,-1.342991451
"Shawnee, KS",0.690011422,0.992882119
"Sheridan, KS",4.513793639,4.351913337
"Sherman, KS",1.785078199,1.367056616
"Smith, KS",5.044915945,4.595670167
"Stafford, KS",3.020385134,3.300809046
"Stanton, KS",1.406877343,1.637207497
"Stevens, KS",1.115953608,0.815110418
"Sumner, KS",0.29316161,0.340793784
"Thomas, KS",2.632486821,3.190575065
"Trego, KS",2.906999473,3.567854745
"Wabaunsee, KS",0.729547212,1.59218235
"Wallace, KS",4.316114691,4.552973907
"Washington, KS",3.679812266,3.589591022
"Wichita, KS",3.851382674,3.34816308
"Wilson, KS",0.76087746,0.873332591
"Woodson, KS",1.137586399,0.647430561
"Wyandotte, KS",-0.837711165,-1.041012448
"Adair, KY",-1.811932697,-1.582090507
"Allen, KY",-1.585161376,-1.525420925
"Anderson, KY",-0.264069236,-0.192521318
"Ballard, KY",0.077579663,0.982790276
"Barren, KY",-1.297221474,-1.07982723
"Bath, KY",-1.531452378,-1.404318806
"Bell, KY",-1.363611762,-1.19549528
"Boone, KY",-1.109239984,-0.683916456
"Bourbon, KY",-0.54231168,-0.364858949
"Boyd, KY",0.190965323,0.490618842
"Boyle, KY",0.082055412,0.454909243
"Bracken, KY",-0.849646497,-0.256953856
"Breathitt, KY",-2.035720185,-2.078919714
"Breckinridge, KY",-0.566182345,-0.468106269
"Bullitt, KY",-1.563528585,-1.16521975
"Butler, KY",-0.903355495,-0.581445432
"Caldwell, KY",0.487856725,1.301071487
"Calloway, KY",-0.793699625,-0.549617311
"Campbell, KY",-0.755655752,-0.293439751
"Carlisle, KY",-0.232738988,0.180100588
"Carroll, KY",-0.989886657,-0.547288424
"Carter, KY",-1.744796451,-1.301847782
"Casey, KY",-1.711974286,-1.719494834
"Christian, KY",-1.291253808,-1.413634354
"Clark, KY",-0.561706596,-0.315952324
"Clay, KY",-2.161787137,-2.370030578
"Clinton, KY",-1.126397025,-1.2808878
"Crittenden, KY",-0.108163953,0.533315102
"Cumberland, KY",-1.253209935,-1.108550169
"Daviess, KY",-0.188727448,0.340017489
"Edmonson, KY",-1.820138238,-1.809545128
"Elliott, KY",-2.206544635,-1.445462475
"Estill, KY",-1.306918932,-1.278558913
"Fayette, KY",-0.290923735,0.021736278
"Fleming, KY",-0.702692713,-0.241427943
"Floyd, KY",-1.468791882,-1.114760534
"Franklin, KY",1.462078257,1.589853463
"Fulton, KY",-0.202900656,-0.129641371
"Gallatin, KY",-1.559052835,-1.602274193
"Garrard, KY",-1.404639468,-1.302624078
"Grant, KY",-1.404639468,-1.161338272
"Graves, KY",-0.506505682,-0.205718344
"Grayson, KY",-1.490424672,-1.457883205
"Green, KY",-0.456526476,-0.301979003
"Greenup, KY",-0.939161493,-0.676153499
"Hancock, KY",0.064898372,0.425410009
"Hardin, KY",-0.886944412,-0.912923668
"Harlan, KY",-1.556069002,-1.56734089
"Harrison, KY",-0.942891284,-0.411436687
"Hart, KY",-1.258431643,-1.191613802
"Henderson, KY",-0.668378632,-0.381937453
"Henry, KY",-0.403563437,-0.53020992
"Hickman, KY",-0.495316307,-0.465001086
"Hopkins, KY",0.001491917,0.250743491
"Jackson, KY",-2.023784853,-2.322676544
"Jefferson, KY",-0.164110825,0.1956265
"Jessamine, KY",-0.703438672,-0.266269403
"Johnson, KY",-1.986486938,-1.651180818
"Kenton, KY",-0.963778116,-0.551169902
"Knott, KY",-2.320676254,-1.849912501
"Knox, KY",-1.642600164,-1.755980729
"Larue, KY",-0.198424906,-0.340017489
"Laurel, KY",-1.53518217,-1.59218235
"Lawrence, KY",-2.037212102,-1.558801638
"Lee, KY",-1.473267631,-1.801782172
"Leslie, KY",-2.241604675,-1.876306553
"Letcher, KY",-1.647075914,-1.558025342
"Lewis, KY",-2.20430676,-1.957041299
"Lincoln, KY",-1.325567889,-1.290979643
"Livingston, KY",-0.212598114,0.252296082
"Logan, KY",-0.444591143,-0.562038041
"Lyon, KY",0.046995373,0.513131416
"McCracken, KY",0.340902941,0.497605503
"McCreary, KY",-2.275172798,-2.357609848
"McLean, KY",0.359551898,0.490618842
"Madison, KY",-1.121175316,-1.081379821
"Magoffin, KY",-1.937999649,-1.602274193
"Marion, KY",-1.40836926,-1.068182796
"Marshall, KY",0.396849813,0.484408477
"Martin, KY",-2.010357603,-2.054854549
"Mason, KY",0.276004569,0.510026233
"Meade, KY",-1.362865804,-1.273901139
"Menifee, KY",-1.745542409,-2.161983347
"Mercer, KY",-0.144715909,-0.062879947
"Metcalfe, KY",-1.488186797,-1.376372163
"Monroe, KY",-1.075671861,-0.432396669
"Montgomery, KY",-1.209198395,-1.142707177
"Morgan, KY",-2.174468428,-2.002842742
"Muhlenberg, KY",0.06116858,0.246862012
"Nelson, KY",-0.797429417,-0.529433624
"Nicholas, KY",-0.849646497,-0.837622992
"Ohio, KY",-0.636302425,-0.393581888
"Oldham, KY",-0.525154639,0.112562867
"Owen, KY",-0.702692713,-0.802689688
"Owsley, KY",-0.479651183,-0.924568103
"Pendleton, KY",-0.862327788,-0.534091398
"Perry, KY",-1.418066718,-1.297966304
"Pike, KY",-1.902939609,-1.330570721
"Powell, KY",-1.526976629,-1.462540979
"Pulaski, KY",-1.073433986,-0.997539893
"Robertson, KY",0.317032275,1.004526553
"Rockcastle, KY",-1.656027414,-1.627891949
"Rowan, KY",-1.073433986,-0.92146292
"Russell, KY",-0.929464035,-0.718849759
"Scott, KY",-0.772066835,-0.473540338
"Shelby, KY",-0.561706596,-0.355543401
"Simpson, KY",-0.344632732,-0.241427943
"Spencer, KY",-0.960794283,-0.406002618
"Taylor, KY",-0.048487289,-0.191745022
"Todd, KY",-0.428180061,-0.099365841
"Trigg, KY",0.173062324,0.247638308
"Trimble, KY",-1.02793053,-0.558932858
"Union, KY",-0.399087688,-0.582221727
"Warren, KY",-0.9622862,-0.71341569
"Washington, KY",-0.102196286,0.299650116
"Wayne, KY",-1.628426957,-1.607708263
"Webster, KY",-0.359551898,-0.339241193
"Whitley, KY",-1.179360063,-1.074393161
"Wolfe, KY",-1.225609478,-1.520763152
"Woodford, KY",0.194695115,0.440159626
"Acadia, LA",-0.916036786,-0.990553232
"Allen, LA",-0.963032158,-1.289427052
"Ascension, LA",-1.061498653,-1.282440391
"Assumption, LA",-0.888436329,-0.890411095
"Avoyelles, LA",-1.036136071,-1.541723134
"Beauregard, LA",-0.662410965,-0.82364967
"Bienville, LA",0.187235532,-0.539525467
"Bossier, LA",-1.149521732,-0.933883651
"Caddo, LA",-0.300621193,-0.426186304
"Calcasieu, LA",-0.443845185,-0.579116545
"Caldwell, LA",0.092498829,-0.690126821
"Cameron, LA",-0.088769037,-0.947080676
"Catahoula, LA",-0.072357955,-0.650535743
"Claiborne, LA",-1.128634899,-1.36628032
"Concordia, LA",0.132034618,-0.505368459
"De Soto, LA",-0.023124707,-0.890411095
"East Baton Rouge, LA",-0.021632791,0.072195494
"East Carroll, LA",-0.408039187,-0.641220196
"East Feliciana, LA",-0.325983775,-0.89662146
"Evangeline, LA",-0.722087629,-1.240520427
"Franklin, LA",0.03506004,-0.492171433
"Grant, LA",-1.198754979,-1.008408032
"Iberia, LA",-0.908577203,-0.88420073
"Iberville, LA",-0.522916764,-0.961053998
"Jackson, LA",0.470699684,0.343122671
"Jefferson, LA",-1.140570232,-0.906713303
"Jefferson Davis, LA",-0.599750469,-0.632680944
"Lafayette, LA",-0.680313965,-0.505368459
"Lafourche, LA",-1.435223758,-1.082932413
"La Salle, LA",-0.40654727,-0.833741513
"Lincoln, LA",-0.09175287,-0.481303295
"Livingston, LA",-1.251718018,-1.431489153
"Madison, LA",-0.822791999,-1.649628227
"Morehouse, LA",0.073103913,-0.320610098
"Natchitoches, LA",-0.281226277,-0.495276616
"Orleans, LA",0.215581947,-0.931554764
"Ouachita, LA",0.0089515,-0.095484363
"Plaquemines, LA",-0.367011481,-1.485829848
"Pointe Coupee, LA",-0.023870665,-0.587655797
"Rapides, LA",-0.237214738,-0.402897435
"Red River, LA",-0.257355612,-0.389700409
"Richland, LA",-0.619145384,-0.623365396
"Sabine, LA",-0.428926019,-0.967264363
"St. Bernard, LA",-1.650805706,-1.0852613
"St. Charles, LA",-0.514711223,-0.289558272
"St. Helena, LA",-0.302113109,-0.942422903
"St. James, LA",0.152175492,-0.166127266
"St. John the Baptist, LA",-0.937669576,-1.255270044
"St. Landry, LA",-0.768337043,-1.410529171
"St. Martin, LA",-1.216657978,-1.408200284
"St. Mary, LA",-0.73029317,-0.87876666
"St. Tammany, LA",-0.691503339,-0.639667604
"Tangipahoa, LA",-0.828013707,-1.361622546
"Tensas, LA",0.322999941,-0.459567017
"Terrebonne, LA",-1.532944295,-1.291755939
"Union, LA",-0.149937617,-0.644325378
"Vermilion, LA",-1.172646439,-0.893516277
"Vernon, LA",-1.65751933,-2.356057256
"Washington, LA",-0.860089913,-1.205587123
"Webster, LA",-0.360297856,-0.433172965
"West Baton Rouge, LA",-0.282718194,-0.758440837
"West Carroll, LA",-0.073103913,-0.251519786
"West Feliciana, LA",-1.770904991,-2.418937203
"Winn, LA",-0.623621134,-1.151246429
"Androscoggin, ME",-0.19693299,0.15293024
"Aroostook, ME",0.162618908,0.373398201
"Cumberland, ME",0.945875117,1.112431647
"Franklin, ME",0.700454838,0.851596313
"Hancock, ME",1.635140581,1.312715921
"Kennebec, ME",0.706422505,0.936212537
"Knox, ME",1.207706479,1.391898076
"Lincoln, ME",1.597842667,1.34143886
"Oxford, ME",0.315540359,0.229007213
"Penobscot, ME",0.187235532,0.550393606
"Piscataquis, ME",0.560214679,0.72583642
"Sagadahoc, ME",0.42445027,0.481303295
"Somerset, ME",-0.064898372,0.081511042
"Waldo, ME",0.549025305,0.391253001
"Washington, ME",0.272274777,0.385042636
"York, ME",-0.217073864,-0.11566805
"Allegany, MD",0.098466495,0.156035423
"Anne Arundel, MD",-0.396849813,-0.112562867
"Baltimore, MD",-0.508743557,-0.302755298
"Calvert, MD",-0.506505682,-0.394358183
"Caroline, MD",-0.735514878,-0.902055529
"Carroll, MD",-0.398341729,-0.050459216
"Cecil, MD",-1.09357486,-1.332123312
"Charles, MD",-0.552009138,-0.600852823
"Dorchester, MD",-0.041773664,-0.264716812
"Frederick, MD",-0.099212453,0.183982066
"Garrett, MD",-0.168586575,-0.729717898
"Harford, MD",-0.493824391,-0.222020552
"Howard, MD",0.090260954,0.541854354
"Kent, MD",1.194279229,1.083708708
"Montgomery, MD",-0.38043873,0.104023615
"Prince George's, MD",-0.617653468,-1.006079145
"Queen Anne's, MD",-0.235722821,-0.09781325
"St. Mary's, MD",-0.833235415,-1.068959091
"Somerset, MD",-1.21143627,-1.543275725
"Talbot, MD",0.971983658,1.130286447
"Washington, MD",-0.429671978,-0.192521318
"Wicomico, MD",-0.499792057,-0.317504915
"Worcester, MD",0.722087629,-0.634233535
"Baltimore city, MD",-0.520678889,-1.275453731
"Barnstable, MA",0.645253925,0.43938333
"Berkshire, MA",0.264069236,0.331478237
"Bristol, MA",-0.998092198,-0.683916456
"Dukes, MA",3.598502812,3.442871147
"Essex, MA",-0.519186973,-0.354767106
"Franklin, MA",0.271528819,0.633457239
"Hampden, MA",-0.883214621,-0.652088335
"Hampshire, MA",-0.211106197,0.15836431
"Middlesex, MA",-0.329713566,-0.092379181
"Nantucket, MA",1.88056086,2.540039322
"Norfolk, MA",-0.111147786,0.237546465
"Plymouth, MA",-0.440861352,-0.371069314
"Suffolk, MA",-0.643762008,-0.874885182
"Worcester, MA",-0.630334759,-0.454132947
"Alcona, MI",0.593782802,-0.134299145
"Alger, MI",0.561706596,0.111786572
"Allegan, MI",-0.232738988,0.079958451
"Alpena, MI",1.097304651,0.898174051
"Antrim, MI",0.736260837,0.294992342
"Arenac, MI",-0.179775949,-0.385042636
"Baraga, MI",0.07012008,-0.312070846
"Barry, MI",-0.232738988,-0.143614693
"Bay, MI",-0.154413367,0.419975939
"Benzie, MI",1.258431643,0.546512128
"Berrien, MI",0.190965323,0.133522849
"Branch, MI",-0.768337043,-0.789492662
"Calhoun, MI",-0.19693299,-0.041143669
"Cass, MI",-0.596020677,-0.664509065
"Charlevoix, MI",1.050309279,0.827531148
"Cheboygan, MI",0.517695056,-0.063656242
"Chippewa, MI",-0.355822106,-0.680811273
"Clare, MI",-0.261085403,-1.011513214
"Clinton, MI",-0.051471122,0.500710685
"Crawford, MI",-0.311064609,-0.726612716
"Delta, MI",0.630334759,0.66528536
"Dickinson, MI",0.55126318,0.654417221
"Eaton, MI",0.361789773,0.710310507
"Emmet, MI",1.167424731,1.105444986
"Genesee, MI",-0.229009196,-0.013197026
"Gladwin, MI",-0.398341729,-0.817439305
"Gogebic, MI",0.654205424,0.229783508
"Grand Traverse, MI",0.601988344,0.95173845
"Gratiot, MI",-0.543803597,-0.104023615
"Hillsdale, MI",-0.440861352,-0.535643989
"Houghton, MI",0.333443358,0.197955387
"Huron, MI",0.973475574,0.818215601
"Ingham, MI",0.67807609,0.837622992
"Ionia, MI",-0.927972118,-0.518565485
"Iosco, MI",0.591544927,-0.11566805
"Iron, MI",1.088353152,0.864017043
"Isabella, MI",-1.036882029,-1.217231558
"Jackson, MI",-0.553501054,-0.290334568
"Kalamazoo, MI",0.102942245,0.319057507
"Kalkaska, MI",-0.367011481,-0.883424434
"Kent, MI",0.133526535,0.507697346
"Keweenaw, MI",1.688849579,0.905937008
"Lake, MI",-0.044011539,-1.788585146
"Lapeer, MI",-0.523662723,-0.166903562
"Leelanau, MI",1.39941776,0.913699964
"Lenawee, MI",-0.134272493,0.194073909
"Livingston, MI",-0.531122306,0.076853268
"Luce, MI",0.364027648,-0.34157008
"Mackinac, MI",1.943221357,0.510026233
"Macomb, MI",-0.910815077,-0.326044167
"Manistee, MI",0.434893686,0.23832276
"Marquette, MI",0.540073805,0.634233535
"Mason, MI",0.399833646,0.216586483
"Mecosta, MI",-0.333443358,-0.818991896
"Menominee, MI",-0.176792116,-0.071419199
