state ,county,Obama_12,Romney_12
IN,Wells,3434,9255
IN,White,3635,5970
IN,Whitley,4420,10257
KS,Kansas,427918,678719
KS,Allen,1842,3261
KS,Anderson,937,2246
KS,Atchison,2486,3836
KS,Barber,473,1753
KS,Barton,2693,9132
KS,Bourbon,1951,4022
KS,Brown,1039,2738
KS,Butler,7124,17764
KS,Chase,343,857
KS,Chautauqua,259,1201
KS,Cherokee,2868,5345
KS,Cheyenne,231,1157
KS,Clark,171,791
KS,Clay,811,2715
KS,Cloud,951,2886
KS,Coffey,884,2860
KS,Comanche,141,756
KS,Cowley,4219,7932
KS,Crawford,6545,7480
KS,Decatur,266,1219
KS,Dickinson,1962,5709
KS,Doniphan,885,2397
KS,Douglas,28012,17028
KS,Edwards,291,1048
KS,Elk,277,1040
KS,Ellis,3464,9057
KS,Ellsworth,696,1905
KS,Finney,2307,5108
KS,Ford,2468,5459
KS,Franklin,3611,6893
KS,Geary,3158,4242
KS,Gove,174,1155
KS,Graham,248,1044
KS,Grant,437,1742
KS,Gray,304,1568
KS,Greeley,112,539
KS,Greenwood,653,1986
KS,Hamilton,159,678
KS,Harper,536,1723
KS,Harvey,5162,8352
KS,Haskell,202,1131
KS,Hodgeman,178,857
KS,Jackson,1870,3476
KS,Jefferson,2883,4647
KS,Jewell,225,1220
KS,Johnson,107651,155442
KS,Kearny,261,1060
KS,Kingman,731,2371
KS,Kiowa,160,970
KS,Labette,3074,4668
KS,Lane,170,732
KS,Leavenworth,11072,16825
KS,Lincoln,284,1148
KS,Linn,1108,3079
KS,Logan,194,1084
KS,Lyon,4972,6358
KS,McPherson,3384,8399
KS,Marion,1371,3865
KS,Marshall,1451,3123
KS,Meade,254,1394
KS,Miami,4635,9726
KS,Mitchell,576,2293
KS,Montgomery,3406,8417
KS,Morris,705,1750
KS,Morton,180,1050
KS,Nemaha,988,3878
KS,Neosho,2012,4193
KS,Ness,211,1190
KS,Norton,393,1855
KS,Osage,2228,4336
KS,Osborne,320,1448
KS,Ottawa,548,2260
KS,Pawnee,704,1808
KS,Phillips,376,2116
KS,Pottawatomie,2291,6692
KS,Pratt,974,2730
KS,Rawlins,184,1207
KS,Reno,7888,15398
KS,Republic,470,2098
KS,Rice,899,2631
KS,Riley,8587,11157
KS,Rooks,398,2159
KS,Rush,361,1151
KS,Russell,584,2505
KS,Saline,6910,13697
KS,Scott,271,1702
KS,Sedgwick,69373,104411
KS,Seward,1393,3495
KS,Shawnee,35959,37226
KS,Sheridan,165,1136
KS,Sherman,575,1967
KS,Smith,345,1598
KS,Stafford,403,1382
KS,Stanton,135,571
KS,Stevens,241,1724
KS,Sumner,2617,6162
KS,Thomas,576,2729
KS,Trego,289,1230
KS,Wabaunsee,908,2230
KS,Wallace,68,702
KS,Washington,515,2300
KS,Wichita,157,821
KS,Wilson,813,2812
KS,Woodson,377,1030
KS,Wyandotte,33265,15273
KY,Kentucky,679340,1087127
KY,Adair,1660,5841
KY,Allen,1808,5184
KY,Anderson,3315,6822
KY,Ballard,1189,2647
KY,Barren,5400,10922
KY,Bath,1770,2275
KY,Bell,2224,7127
KY,Boone,15628,35920
KY,Bourbon,3075,4692
KY,Boyd,7776,10883
KY,Boyle,4471,7703
KY,Bracken,1147,2029
KY,Breathitt,1562,3318
KY,Breckinridge,2825,5025
KY,Bullitt,9971,21306
KY,Butler,1293,3716
KY,Caldwell,1852,3904
KY,Calloway,5314,9438
KY,Campbell,15080,24240
KY,Carlisle,750,1835
KY,Carroll,1629,1999
KY,Carter,3383,5279
KY,Casey,1086,4904
KY,Christian,8252,13475
KY,Clark,5228,9931
KY,Clay,1111,6176
KY,Clinton,752,3569
KY,Crittenden,960,2839
KY,Cumberland,599,2216
KY,Daviess,16208,25092
KY,Edmonson,1374,3232
KY,Elliott,1186,1126
KY,Estill,1356,3749
KY,Fayette,62078,60793
KY,Fleming,1911,3780
KY,Floyd,4733,9784
KY,Franklin,11535,11345
KY,Fulton,1022,1425
KY,Gallatin,1238,1758
KY,Garrard,1661,5310
KY,Grant,2810,5664
KY,Graves,4547,10699
KY,Grayson,2744,6404
KY,Green,1165,3634
KY,Greenup,6027,8855
KY,Hancock,1833,2212
KY,Hardin,15214,23357
KY,Harlan,1830,8653
KY,Harrison,2471,4556
KY,Hart,2283,4256
KY,Henderson,8091,10296
KY,Henry,2529,3940
KY,Hickman,686,1431
KY,Hopkins,5789,13681
KY,Jackson,612,4365
KY,Jefferson,186164,148415
KY,Jessamine,6001,14232
KY,Johnson,1723,7095
KY,Kenton,24917,41387
KY,Knott,1420,4130
KY,Knox,2484,8467
KY,LaRue,1733,3911
KY,Laurel,3905,18151
KY,Lawrence,1520,3995
KY,Lee,595,1977
KY,Leslie,433,4439
KY,Letcher,1702,6811
KY,Lewis,1342,3326
KY,Lincoln,2582,6416
KY,Livingston,1346,3089
KY,Logan,3469,6899
KY,Lyon,1373,2412
KY,McCracken,10062,19979
KY,McCreary,1069,4564
KY,McLean,1432,2705
KY,Madison,11512,21128
KY,Magoffin,1433,3391
KY,Marion,3418,3800
KY,Marshall,5022,10402
KY,Martin,574,3180
KY,Mason,2592,4197
KY,Meade,4122,6606
KY,Menifee,1048,1484
KY,Mercer,2966,6820
KY,Metcalfe,1425,2676
KY,Monroe,936,3762
KY,Montgomery,3701,6398
KY,Morgan,1369,3021
KY,Muhlenberg,4771,7762
KY,Nelson,7611,10673
KY,Nicholas,948,1583
KY,Ohio,2987,6470
KY,Oldham,9240,20179
KY,Owen,1501,2971
KY,Owsley,283,1279
KY,Pendleton,1859,3556
KY,Perry,2047,8040
KY,Pike,5645,17589
KY,Powell,1620,2726
KY,Pulaski,4976,20714
KY,Robertson,340,579
KY,Rockcastle,1097,5028
KY,Rowan,3438,4035
KY,Russell,1445,6346
KY,Scott,7532,12679
KY,Shelby,6634,11790
KY,Simpson,2650,4355
KY,Spencer,2549,5726
KY,Taylor,3284,7551
KY,Todd,1403,3247
KY,Trigg,2115,4520
KY,Trimble,1355,2133
KY,Union,1941,3952
KY,Warren,16805,26384
KY,Washington,1669,3495
KY,Wayne,1855,5289
KY,Webster,1765,3607
KY,Whitley,2683,10232
KY,Wolfe,976,1542
KY,Woodford,4883,7218
LA,Louisiana,808496,1152460
LA,Acadia,6559,19931
LA,Allen,2616,6495
LA,Ascension,16343,33846
LA,Assumption,4754,6082
LA,Avoyelles,6075,10667
LA,Beauregard,2827,11111
LA,Bienville,3490,3641
LA,Bossier,12955,34986
LA,Caddo,57879,52378
LA,Calcasieu,28357,51844
LA,Caldwell,1016,3640
LA,Cameron,408,3260
LA,Catahoula,1408,2744
LA,Claiborne,3014,3649
LA,Concordia,3833,5450
LA,DeSoto,5552,7353
LA,EastBatonRouge,102460,92235
LA,EastCarroll,2244,1122
LA,EastFeliciana,4648,5397
LA,Evangeline,5330,10176
LA,Franklin,2921,6294
LA,Grant,1421,7082
LA,Iberia,12129,20890
LA,Iberville,9548,7271
LA,Jackson,2305,5132
LA,Jefferson,70000,102325
LA,JeffDavis,3483,10014
LA,Lafayette,31766,64989
LA,Lafourche,9543,28332
LA,LaSalle,764,5726
LA,Lincoln,7947,10731
LA,Livingston,7448,45488
LA,Madison,3154,2000
LA,Morehouse,5887,6591
LA,Natchitoches,7941,9077
LA,Orleans,126199,27967
LA,Ouachita,26629,40927
LA,Plaquemines,3597,6469
LA,PointeCoupee,5436,6548
LA,Rapides,20040,37187
LA,RedRiver,2253,2483
LA,Richland,4074,7316
LA,Sabine,2194,7735
LA,St.Bernard,5052,8497
LA,St.Charles,8894,15936
LA,St.Helena,4233,2756
LA,St.James,7055,5209
LA,St.JohntheBaptist,13178,7620
LA,St.Landry,19668,21475
LA,St.Martin,9419,15653
LA,St.Mary,9448,13883
LA,St.Tammany,25723,84710
LA,Tangipahoa,17720,31583
LA,Tensas,1564,1230
LA,Terrebonne,12071,29500
LA,Union,3075,7561
LA,Vermilion,5718,18909
LA,Vernon,3173,12146
LA,Washington,6351,11470
LA,Webster,6802,11397
LA,WestBatonRouge,5692,6920
LA,WestCarroll,853,3628
LA,WestFeliciana,2441,3257
LA,Winn,1919,4539
MA,Massachusetts,1901276,1178245
MA,Abington,4104,4051
MA,Acton,7779,3851
MA,Acushnet,3021,2183
MA,Adams,3010,818
MA,Agawam,7288,6870
MA,Alford,233,64
MA,Amesbury,4817,3446
MA,Amherst,12316,1872
MA,Andover,9287,9053
MA,Aquinnah,251,38
MA,Arlington,18580,6659
MA,Ashburnham,1621,1529
MA,Ashby,827,961
MA,Ashfield,892,187
MA,Ashland,4954,3407
MA,Athol,2525,2070
MA,Attleboro,10369,8406
MA,Auburn,4495,4116
MA,Avon,1221,1131
MA,Ayer,2023,1557
MA,Barnstable,12842,12290
MA,Barre,1343,1279
MA,Becket,684,259
MA,Bedford,4436,3046
MA,Belchertown,4542,2886
MA,Bellingham,4256,1119
MA,Belmont,9108,4728
MA,Berkley,1569,1686
MA,Berlin,917,830
MA,Bernardston,809,329
MA,Beverly,12075,8304
MA,Billerica,9774,9925
MA,Blackstone,2221,2027
MA,Blandford,300,348
MA,Bolton,1537,1457
MA,Boston,196096,48227
MA,Bourne,4719,5252
MA,Boxborough,1737,1134
MA,Boxford,2049,3032
MA,Boylston,1284,1341
MA,Braintree,10015,9217
MA,Brewster,3669,2748
MA,Bridgewater,5774,6089
MA,Brimfield,897,1094
MA,Brockton,25140,8668
MA,Brookfield,822,853
MA,Brookline,21761,5717
MA,Buckland,750,252
MA,Burlington,6971,6187
MA,Cambridge,41991,5340
MA,Canton,6430,5752
MA,Carlisle,1959,1318
MA,Carver,2870,3107
MA,Charlemont,456,166
MA,Charlton,2910,3660
MA,Chatham,2287,2278
MA,Chelmsford,9606,9534
MA,Chelsea,6760,1510
MA,Cheshire,1216,493
MA,Chester,331,305
MA,Chesterfield,455,228
MA,Chicopee,14292,8237
MA,Chilmark,585,127
MA,Clarksburg,613,232
MA,Clinton,3492,2451
MA,Cohasset,2226,2595
MA,Colrain,618,232
MA,Concord,7282,3509
MA,Conway,926,288
MA,Cummington,368,139
MA,Dalton,2433,888
MA,Danvers,7344,6984
MA,Dartmouth,9817,5964
MA,Dedham,7718,5719
MA,Deerfield,2103,839
MA,Dennis,4892,4244
MA,Dighton,1743,1842
MA,Douglas,1894,2542
MA,Dover,1531,2004
MA,Dracut,6925,8026
MA,Dudley,2466,2544
MA,Dunstable,819,1034
MA,Duxbury,4244,5325
MA,EastBridgewater,3340,3867
MA,EastBrookfield,469,662
MA,Eastham,2187,1446
MA,Easthampton,6281,2463
MA,EastLongmeadow,4085,4523
MA,Easton,5690,6162
MA,Edgartown,1699,827
MA,Egremont,676,151
MA,Erving,557,200
MA,Essex,1154,962
MA,Everett,9392,3582
MA,Fairhaven,5019,3082
MA,FallRiver,21724,7323
MA,Falmouth,11013,8130
MA,Fitchburg,8504,5574
MA,Florida,254,127
MA,Foxborough,4745,4798
MA,Framingham,18340,8938
MA,Franklin,8589,8549
MA,Freetown,2301,2241
MA,Gardner,4687,3323
MA,Georgetown,2272,2577
MA,Gill,646,212
MA,Gloucester,9680,5511
MA,Goshen,395,198
MA,Gosnold,49,36
MA,Grafton,4853,4427
MA,Granby,1862,1570
MA,Granville,374,502
MA,GreatBarrington,2916,595
MA,Greenfield,6175,1891
MA,Groton,3201,2806
MA,Groveland,1824,2080
MA,Hadley,2119,886
MA,Halifax,997,2065
MA,Hamilton,2163,2204
MA,Hampden,1286,1569
MA,Hancock,228,142
MA,Hanover,3342,4910
MA,Hanson,2512,2999
MA,Hardwick,710,559
MA,Harvard,2166,1362
MA,Harwich,4376,3607
MA,Hatfield,1362,638
MA,Haverhill,15342,11758
MA,Hawley,126,65
MA,Heath,292,124
MA,Hingham,6750,7231
MA,Hinsdale,728,297
MA,Holbrook,3024,2402
MA,Holden,5055,5294
MA,Holland,593,690
MA,Holliston,4621,3502
MA,Holyoke,12492,3639
MA,Hopedale,1698,1527
MA,Hopkinton,4197,4334
MA,Hubbardston,1160,1381
MA,Hudson,5642,4183
MA,Hull,3576,2417
MA,Huntington,554,479
MA,Ipswich,4417,3742
MA,Kingston,3176,3724
MA,Lakeville,2411,3301
MA,Lancaster,1724,1914
MA,Lanesborough,1144,430
MA,Lawrence,18240,3459
MA,Lee,2150,713
MA,Leicester,2744,2667
MA,Lenox,2318,675
MA,Leominster,9769,8540
MA,Leverett,987,183
MA,Lexington,12675,5287
MA,Leyden,339,115
MA,Lincoln,2558,1055
MA,Littleton,2915,2357
MA,Longmeadow,4851,3662
MA,Lowell,22597,10586
MA,Ludlow,5233,4295
MA,Lunenburg,2748,3038
MA,Lynn,22965,8463
MA,Lynnfield,2773,4419
MA,Malden,14940,5714
MA,Manchester,1886,1539
MA,Mansfield,5910,5855
MA,Marblehead,6824,5422
MA,Marion,1725,1456
MA,Marlborough,9576,6867
MA,Marshfield,7041,7866
MA,Mashpee,4133,4058
MA,Mattapoisett,2041,1855
MA,Maynard,3635,2023
MA,Medfield,3448,3864
MA,Medford,18613,8294
MA,Medway,3615,3519
MA,Melrose,9289,5936
MA,Mendon,1517,1840
MA,Merrimac,1844,1657
MA,Methuen,11048,10168
MA,Middleborough,5192,6029
MA,Middlefield,202,77
MA,Middleton,1909,2651
MA,Milford,7129,5504
MA,Millbury,3410,3262
MA,Millis,2421,2232
MA,Millville,717,813
MA,Milton,9499,6122
MA,Monroe,32,21
MA,Monson,2176,2032
MA,Montague,3213,873
MA,Monterey,417,97
MA,Montgomery,220,274
MA,MountWashington,83,19
MA,Nahant,1371,897
MA,Nantucket,3828,2185
MA,Natick,11600,6757
MA,Needham,10207,6513
MA,NewAshford,107,40
MA,NewBedford,25205,7541
MA,NewBraintree,283,257
MA,Newbury,2272,2100
MA,Newburyport,6784,4059
MA,NewMarlborough,572,240
MA,NewSalem,381,205
MA,Newton,32099,12154
MA,Norfolk,2424,3199
MA,NorthAdams,4427,1144
MA,Northampton,13110,2179
MA,NorthAndover,6991,7992
MA,NorthAttleborough,6602,7331
MA,Northborough,4387,3872
MA,Northbridge,3408,4072
MA,NorthBrookfield,1050,1271
MA,Northfield,1115,473
MA,NorthReading,3986,4641
MA,Norton,4454,4449
MA,Norwell,2714,3684
MA,Norwood,8098,6292
MA,OakBluffs,1955,795
MA,Oakham,509,609
MA,Orange,1818,1325
MA,Orleans,2496,1922
MA,Otis,489,311
MA,Oxford,3125,3261
MA,Palmer,3020,2482
MA,Paxton,1119,1354
MA,Peabody,15010,11616
MA,Pelham,728,132
MA,Pembroke,4574,5073
MA,Pepperell,2936,3426
MA,Peru,324,136
MA,Petersham,451,338
MA,Phillipston,464,469
MA,Pittsfield,15600,4044
MA,Plainfield,286,83
MA,Plainville,2068,2269
MA,Plymouth,15106,14258
MA,Plympton,776,928
MA,Princeton,1112,1148
MA,Provincetown,2121,210
MA,Quincy,24714,14816
MA,Randolph,11430,3550
MA,Raynham,3217,3657
MA,Reading,7447,6640
MA,Rehoboth,2912,3246
MA,Revere,11141,5560
MA,Richmond,688,226
MA,Rochester,1362,1704
MA,Rockland,4526,3989
MA,Rockport,2982,1670
MA,Rowe,140,92
MA,Rowley,1596,1935
MA,Royalston,391,267
MA,Russell,388,386
MA,Rutland,2071,2329
MA,Salem,13429,5635
MA,Salisbury,2278,1938
MA,Sandisfield,294,154
MA,Sandwich,5802,6492
MA,Saugus,6957,6557
MA,Savoy,241,103
MA,Scituate,5528,5659
MA,Seekonk,3772,3382
MA,Sharon,6558,3659
MA,Sheffield,1291,503
MA,Shelburne,873,226
MA,Sherborn,1430,1179
MA,Shirley,1553,1482
MA,Shrewsbury,9674,8154
MA,Shutesbury,1028,156
MA,Somerset,6091,3674
MA,Somerville,28467,4865
MA,Southampton,1861,1584
MA,Southborough,2935,2782
MA,Southbridge,4256,2291
MA,SouthHadley,5362,3252
MA,Southwick,2050,2770
MA,Spencer,2617,2785
MA,Springfield,42963,10372
MA,Sterling,2029,2667
MA,Stockbridge,944,226
MA,Stoneham,6634,5580
MA,Stoughton,8119,5591
MA,Stow,2348,1831
MA,Sturbridge,2514,2615
MA,Sudbury,6026,4341
MA,Sunderland,1363,404
MA,Sutton,2181,3087
MA,Swampscott,4899,3202
MA,Swansea,4512,3269
MA,Taunton,13479,8783
MA,Templeton,1857,1851
MA,Tewksbury,7540,8332
MA,Tisbury,1845,595
MA,Tolland,110,155
MA,Topsfield,1800,2164
MA,Townsend,2087,2725
MA,Truro,1041,399
MA,Tyngsborough,2837,3361
MA,Tyringham,173,85
MA,Upton,1985,2132
MA,Uxbridge,3325,3728
MA,Wakefield,7486,6806
MA,Wales,479,434
MA,Walpole,6360,7456
MA,Waltham,15748,8816
MA,Ware,2390,1783
MA,Wareham,6069,4632
MA,Warren,1219,1002
MA,Warwick,334,109
MA,Washington,239,69
MA,Watertown,11878,4516
MA,Wayland,5153,2975
MA,Webster,3476,3111
MA,Wellesley,8243,6144
MA,Wellfleet,1568,619
MA,Wendell,425,70
MA,Wenham,1058,1265
MA,Westborough,4999,3818
MA,WestBoylston,2029,2083
MA,WestBridgewater,1734,2169
MA,WestBrookfield,964,950
MA,Westfield,9228,8178
MA,Westford,6385,6295
MA,Westhampton,639,385
MA,Westminster,1940,2245
MA,WestNewbury,1383,1347
MA,Weston,3390,3159
MA,Westport,5074,3372
MA,WestSpringfield,6170,5169
MA,WestStockbridge,707,161
MA,WestTisbury,1571,371
MA,Westwood,4337,4549
MA,Weymouth,15130,12341
MA,Whately,626,301
MA,Whitman,3654,3652
MA,Wilbraham,3745,4332
MA,Williamsburg,1239,324
MA,Williamstown,3012,640
MA,Wilmington,5890,6437
MA,Winchendon,2142,1933
MA,Winchester,7000,5602
MA,Windsor,385,127
MA,Winthrop,5211,3575
MA,Woburn,10291,8707
MA,Worcester,40568,17155
MA,Worthington,481,208
MA,Wrentham,2704,3535
MA,Yarmouth,7183,6526
MD,Maryland,1527686,904970
MD,Allegany,9001,18158
MD,AnneArundel,115960,118165
MD,Baltimore,202733,144686
MD,BaltimoreCity,201042,25501
MD,Calvert,18963,22413
MD,Caroline,4621,7674
MD,Carroll,26067,53960
MD,Cecil,15489,23660
MD,Charles,45621,23637
MD,Dorchester,6570,7514
MD,Frederick,51187,55495
MD,Garrett,2792,9102
MD,Harford,46390,69496
MD,Howard,84017,54094
MD,Kent,4453,4533
MD,Montgomery,286493,110940
MD,PrinceGeorge's,317342,32236
MD,QueenAnne's,7898,14879
MD,St.Mary's,17982,25096
MD,Somerset,4478,4706
MD,Talbot,7983,10442
MD,Washington,23282,34113
MD,Wicomico,17481,20136
MD,Worcester,9841,14334
ME,Maine,397754,290437
ME,Abbot,153,216
ME,Acton,688,625
ME,Addison,273,299
ME,Albion,429,561
ME,Alexander,131,153
ME,Alfred,964,739
ME,Allagash,79,59
ME,Alna,271,182
ME,Alton,225,211
ME,Amherst,69,70
ME,Amity,35,56
ME,Andover,255,217
ME,Anson,543,512
ME,Appleton,435,329
ME,AroostookCtyTownships,182,185
ME,Arrowsic,220,92
ME,Arundel,1229,960
ME,Ashland,327,232
ME,Athens,211,204
ME,Atkinson,73,103
ME,Auburn,6503,4462
ME,Augusta,5192,3339
ME,Aurora,18,42
ME,Avon,127,105
ME,Baileyville,354,230
ME,Baldwin,354,413
ME,Bancroft,11,20
ME,Bangor,8809,5905
ME,BarHarbor,2142,779
ME,BaringPlt.,56,49
ME,Bath,2895,1512
ME,Beals,134,137
ME,BeaverCove,41,52
ME,Beddington,13,21
ME,Belfast,2270,1240
ME,Belgrade,952,890
ME,Belmont,261,214
ME,Benton,731,673
ME,Berwick,1733,1812
ME,Bethel,911,552
ME,Biddeford,6618,3047
ME,Bingham,248,203
ME,Blaine,99,258
ME,BlueHill,1125,588
ME,Boothbay,1082,907
ME,BoothbayHarbor,754,572
ME,Bowdoin,711,837
ME,Bowdoinham,1020,691
ME,Bowerbank,36,48
ME,Bradford,251,349
ME,Bradley,439,345
ME,Bremen,293,187
ME,Brewer,2450,2542
ME,Bridgewater,111,175
ME,Bridgton,1501,1199
ME,BrightonPlt.,19,23
ME,Bristol,1049,718
ME,Brooklin,368,194
ME,Brooks,243,260
ME,Brooksville,418,210
ME,Brownfield,255,204
ME,Brownville,346,345
ME,Brunswick,7853,3654
ME,Buckfield,518,465
ME,Bucksport,1358,1024
ME,Burlington,69,115
ME,Burnham,290,292
ME,Buxton,2212,1909
ME,Byron,39,37
ME,Calais,730,725
ME,Cambridge,96,165
ME,Camden,2201,914
ME,Canaan,515,464
ME,Canton,260,197
ME,CapeElizabeth,4018,2161
ME,Caratunk,23,28
ME,Caribou,1910,1665
ME,Carmel,578,849
ME,CarrabassettValley,295,153
ME,CarrollPlt.,29,52
ME,Carthage,139,96
ME,CaryPlt.,39,68
ME,Casco,993,899
ME,Castine,338,241
ME,CastleHill,76,118
ME,Caswell,90,45
ME,Chapman,119,96
ME,Charleston,186,454
ME,Charlotte,64,97
ME,ChebeagueIsland,216,71
ME,Chelsea,693,604
ME,Cherryfield,278,303
ME,Chester,114,202
ME,Chesterville,399,246
ME,China,1121,1113
ME,Clifton,221,231
ME,Clinton,817,730
ME,Columbia,67,126
ME,ColumbiaFalls,122,148
ME,Cooper,57,67
ME,CoplinPlt.,42,40
ME,Corinna,414,648
ME,Corinth,477,874
ME,Cornish,415,324
ME,Cornville,304,358
ME,CranberryIsles,102,41
ME,Crawford,23,40
ME,Crystal,51,86
ME,Cumberland,2619,2221
ME,Cushing,422,387
ME,Cutler,116,163
ME,CyrPlt.,23,20
ME,DallasPlt.,127,97
ME,Damariscotta,771,503
ME,Danforth,110,150
ME,Dayton,590,503
ME,Deblois,7,20
ME,Dedham,534,487
ME,DeerIsle,826,361
ME,Denmark,318,317
ME,DennistownPlt.,5,9
ME,Dennysville,77,77
ME,Detroit,201,185
ME,Dexter,745,860
ME,Dixfield,750,470
ME,Dixmont,323,357
ME,Dover-Foxcroft,991,1058
ME,Dresden,544,412
ME,DrewPlt.,7,13
ME,Durham,1137,1080
ME,DyerBrook,43,78
ME,EagleLake,276,152
ME,Eastbrook,90,116
ME,EastMachias,310,381
ME,EastMillinocket,483,416
ME,Easton,312,322
ME,Eastport,488,296
ME,Eddington,557,682
ME,Edgecomb,418,317
ME,Edinburg,52,42
ME,Eliot,2210,1644
ME,Ellsworth,1950,1843
ME,Embden,218,248
ME,Enfield,356,389
ME,Etna,256,344
ME,Eustis,191,166
ME,Exeter,220,312
ME,Fairfield,1714,1359
ME,Falmouth,4149,3319
ME,Farmingdale,887,678
ME,Farmington,2441,1288
ME,Fayette,432,294
ME,FortFairfield,821,698
ME,FortKent,1376,625
ME,Frankfort,242,270
ME,Franklin,354,360
ME,FranklinCtyTownships,14,8
ME,Freedom,215,163
ME,Freeport,3266,1726
ME,Frenchboro,21,15
ME,Frenchville,406,164
ME,Friendship,321,360
ME,Fryeburg,920,649
ME,FryeIsland,17,38
ME,Gardiner,1699,1158
ME,GarfieldPlt.,24,27
ME,Garland,246,287
ME,Georgetown,447,273
ME,Gilead,68,41
ME,Glenburn,1136,1281
ME,GlenwoodPlt.,2,4
ME,Gorham,5123,3742
ME,Gouldsboro,494,460
ME,GrandIsle,174,52
ME,GrandLakeStreamPlt,42,58
ME,Gray,2260,2144
ME,GreatPond,15,19
ME,Greenbush,253,342
ME,Greene,1111,1139
ME,Greenville,599,505
ME,Greenwood,244,172
ME,Guilford,299,357
ME,Hallowell,1090,426
ME,Hamlin,62,33
ME,Hammond,24,25
ME,Hampden,2013,2099
ME,Hancock,596,595
ME,HancockCtyTownships,0,0
ME,Hanover,88,71
ME,Harmony,196,245
ME,Harpswell,1940,1371
ME,Harrington,181,264
ME,Harrison,737,627
ME,Hartford,307,256
ME,Hartland,324,487
ME,Haynesville,22,35
ME,Hebron,370,303
ME,Hermon,1250,1731
ME,Hersey,9,23
ME,HighlandPlt.,39,62
ME,Hiram,379,323
ME,Hodgdon,181,377
ME,Holden,827,1059
ME,Hollis,1249,1054
ME,Hope,545,381
ME,Houlton,1133,1307
ME,Howland,342,289
ME,Hudson,278,444
ME,IndianTownshipVtngDst,208,25
ME,Industry,238,196
ME,IslandFalls,189,221
ME,IsleAuHaut,48,5
ME,Islesboro,282,134
ME,Jackman,190,291
ME,Jackson,127,137
ME,Jay,1615,868
ME,Jefferson,676,742
ME,Jonesboro,140,146
ME,Jonesport,311,296
ME,Kenduskeag,302,316
ME,Kennebunk,3935,2798
ME,Kennebunkport,1323,1073
ME,Kingfield,331,265
ME,KingsburyPlt.,11,8
ME,Kittery,3443,1814
ME,Knox,158,226
ME,LaGrange,139,178
ME,LakeViewPlt.,39,24
ME,Lakeville,37,41
ME,Lamoine,527,506
ME,Lebanon,1286,1522
ME,Lee,160,291
ME,Leeds,609,522
ME,Levant,538,875
ME,Lewiston,9550,5778
ME,Liberty,259,219
ME,Limerick,737,646
ME,Limestone,511,324
ME,Limington,908,877
ME,Lincoln,977,1338
ME,LincolnPlt.,14,13
ME,Lincolnville,858,535
ME,Linneus,151,282
ME,Lisbon,2383,2228
ME,Litchfield,919,888
ME,Littleton,171,274
ME,Livermore,661,518
ME,LivermoreFalls,842,467
ME,LongIsland,132,60
ME,Lovell,333,306
ME,Lowell,71,119
ME,Lubec,465,307
ME,Ludlow,100,126
ME,Lyman,1270,1006
ME,Machias,449,396
ME,Machiasport,243,240
ME,MacwahocPlt.,18,27
ME,Madawaska,1540,511
ME,Madison,1118,924
ME,MagallowayPlt.,3,10
ME,Manchester,831,737
ME,Mapleton,521,531
ME,Mariaville,123,142
ME,Marshfield,119,163
ME,MarsHill,276,475
ME,Masardis,90,60
ME,MatinicusIslePlt.,33,18
ME,Mattawamkeag,176,171
ME,Maxfield,22,32
ME,MechanicFalls,753,678
ME,Meddybemps,36,50
ME,Medford,48,80
ME,Medway,285,388
ME,Mercer,190,164
ME,Merrill,62,64
ME,Mexico,894,352
ME,Milbridge,320,282
ME,Milford,865,650
ME,Millinocket,1317,937
ME,Milo,506,572
ME,Minot,704,771
ME,MonheganPlt.,49,5
ME,Monmouth,1162,1069
ME,Monroe,265,192
ME,Monson,208,213
ME,Monticello,158,218
ME,Montville,319,192
ME,MooseRiver,33,76
ME,MoroPlt.,1,21
ME,Morrill,217,271
ME,Moscow,137,110
ME,MountChase,36,76
ME,MountDesert,911,442
ME,MountVernon,517,398
ME,Naples,1057,983
ME,NashvillePlt.,12,6
ME,Newburgh,395,428
ME,NewCanada,148,101
ME,Newcastle,744,421
ME,Newfield,406,366
ME,NewGloucester,1564,1517
ME,NewLimerick,134,178
ME,Newport,684,890
ME,NewPortland,213,194
ME,Newry,127,100
ME,NewSharon,433,383
ME,NewSweden,182,158
ME,NewVineyard,191,199
ME,Nobleboro,622,466
ME,Norridgewock,772,806
ME,NorthBerwick,1361,1266
ME,Northfield,47,47
ME,NorthHaven,199,67
ME,Northport,535,398
ME,NorthYarmouth,1418,1001
ME,Norway,1351,1033
ME,Oakfield,145,202
ME,Oakland,1686,1435
ME,Ogunquit,549,347
ME,OldOrchrdBch,3247,1804
ME,OldTown,2366,1358
ME,Orient,48,42
ME,Orland,717,513
ME,Orono,3761,1396
ME,Orrington,986,1188
ME,Osborn,9,31
ME,Otis,144,265
ME,Otisfield,517,438
ME,Owl'sHead,560,403
ME,OxbowPlt.,80,60
ME,Oxford,1049,918
ME,OxfordCtyTownships,169,94
ME,Palermo,352,429
ME,Palmyra,430,576
ME,Paris,1345,1020
ME,Parkman,176,227
ME,Parsonsfield,471,380
ME,Passadumkeag,70,120
ME,Patten,223,267
ME,Pembroke,229,211
ME,Penobscot,356,389
ME,PenobscotCtyTownships,127,150
ME,PenobscotNationVotDst,253,23
ME,Perham,58,114
ME,Perry,219,217
ME,Peru,491,318
ME,Phillips,301,248
ME,Phippsburg,754,607
